x,y,z,avg,diff,localdata
-0.715213,3.77066,13.0247,212.494,4.83197,0.240463,0
-0.679736,3.4126,11.4864,212.648,0.153381,0.170456,0
-0.41359,2.58123,9.4717,206.647,-6.00079,0.394455,0
-0.274379,2.43529,8.54887,197.433,-9.21347,0.161354,0
-0.285157,2.27362,7.83965,185.693,-11.7398,-0.0395126,0
-0.332908,2.12019,7.97691,173.334,-12.3599,-0.239052,0
-0.311502,1.73893,8.17226,161.372,-11.962,-0.0711288,0
-0.0568817,1.70421,8.37913,150.321,-11.0504,-0.371414,0
-0.309556,1.40139,8.91771,141.418,-8.90318,0.230179,0
-0.202978,1.17685,9.39836,135.58,-5.83833,-0.00462341,0
-0.254022,1.20724,9.57529,131.76,-3.81985,0.0301971,0
-0.374521,0.929118,9.54266,127.68,-4.07947,0.0942078,0
-0.229622,0.712069,9.50673,121.429,-6.25156,0.27504,0
-0.0919089,0.381706,9.12667,111.618,-9.81065,-0.425491,0
-0.00374222,0.170795,8.75649,100.562,-11.0563,-0.259018,0
-0.0857716,0.0190105,8.10729,90.9668,-9.59503,-0.102158,0
0.0845741,0.0163161,7.72259,83.1714,-7.79543,-0.133194,0
0.0323328,0.0398172,7.18671,77.3968,-5.77457,-0.130524,0
0.105231,0.00239502,6.78344,74.2392,-3.15755,-0.163132,0
-0.00763412,-0.0639171,6.52837,71.9602,-2.27908,-0.218338,0
-0.217049,-0.112117,6.0329,70.0692,-1.89095,0.0141449,0
-0.25028,-0.088466,5.93905,68.0133,-2.0559,-0.254997,0
-0.228126,0.0737965,5.88531,65.8126,-2.20077,-0.161552,0
-0.23576,0.130678,5.78607,63.3397,-2.47287,0.0728226,0
-0.500559,0.109722,5.54492,60.1786,-3.16103,-0.0662766,0
-0.465532,0.304467,5.76167,56.6631,-3.51557,-0.162788,0
-0.496218,0.104932,5.93082,53.0521,-3.61102,-0.303978,0
-0.667462,0.27408,6.52134,49.9885,-3.06358,0.132393,0
-0.63019,0.202379,6.6604,47.1048,-2.88367,-0.249519,0
-0.536035,0.121697,6.6366,44.6608,-2.44398,0.371254,0
-0.647853,0.210462,6.69573,42.6978,-1.96304,0.0896759,0
-0.667911,0.534838,7.26185,41.931,-0.766827,0.146004,0
-0.722547,0.440235,7.89638,42.1449,0.213928,-0.281754,0
-0.574655,0.532592,8.74481,43.7345,1.58964,0.210419,0
-0.658181,0.835712,9.43563,46.4931,2.75854,0.00810242,0
-0.522264,0.664618,10.3103,50.5176,4.02451,0.350769,0
-0.810564,0.624651,10.9592,55.811,5.29342,0.264816,0
-0.944236,1.02267,12.1242,62.9104,7.09941,0.593521,0
-0.89454,1.16143,12.965,71.382,8.47161,0.59259,0
-1.06204,1.56994,13.322,80.6018,9.21981,0.134003,0
-1.37938,1.69193,13.7535,90.7841,10.1823,0.0751114,0
-1.32954,1.84387,13.9303,101.141,10.3572,0.117638,0
-1.51006,1.83578,13.4676,110.616,9.47475,0.381554,0
-1.70974,1.98367,12.8788,118.721,8.10452,0.156181,0
-2.03292,1.61424,11.7679,124.997,6.27647,0.267128,0
-1.90793,1.50692,11.6241,131.04,6.04273,-0.116371,0
-1.62278,1.33223,13.2879,139.52,8.47992,0.109146,0
-1.23972,1.40797,14.8442,150.17,10.6502,-0.02034,0
-1.33178,1.65017,15.6899,161.895,11.7251,0.459549,0
-1.83054,1.63116,15.6559,172.772,10.8771,-0.232292,0
-1.59763,1.53132,14.7213,180.988,8.21568,0.0069809,0
-1.29451,1.28583,12.6161,184.455,3.46739,-0.157433,0
-1.09557,1.11563,11.7299,185.636,1.18033,-0.361305,0
-0.830473,0.985101,10.6785,183.558,-2.07768,-0.291588,0
-0.695753,1.08015,10.4236,179.812,-3.74614,-0.332832,0
-0.680934,0.977018,9.87422,174.677,-5.13435,-0.227303,0
-0.389939,0.725092,9.59939,168.359,-6.31871,-0.126602,0
-0.172292,0.717757,9.31378,161.363,-6.99564,-0.111633,0
-0.121398,0.584085,9.34132,155.15,-6.21323,-0.264549,0
-0.0136217,0.655337,9.36842,149.867,-5.28276,-0.497704,0
-0.000149689,0.379012,9.11814,145.996,-3.87117,-0.549896,0
0.103734,0.559836,9.08715,142.363,-3.6331,-0.0641479,0
-0.0613724,0.245639,8.6321,135.713,-6.6499,-0.429794,0
0.0901126,0.0396675,8.24336,125.969,-9.74416,-0.232002,0
-0.0490979,-0.154628,7.67738,113.987,-11.9814,-0.320358,0
-0.197439,0.0513432,7.28774,101.614,-12.373,-0.0345154,0
-0.040865,0.0866698,6.95379,90.7863,-10.8281,0.0988846,0
-0.287402,0.42811,6.57702,83.3506,-7.4357,-0.036438,0
-0.18262,0.661025,5.83502,76.7558,-6.59487,0.170731,0
-0.164807,0.785716,5.60734,71.5305,-5.22521,0.179359,0
-0.219893,0.761317,5.18836,66.3584,-5.17216,0.0588837,0
0.0246986,0.7215,4.87012,61.6909,-4.66745,0.295609,0
-0.129481,0.702489,4.96937,57.4646,-4.22633,0.173645,0
0.00104782,0.708028,4.69244,53.4164,-4.04819,0.245178,0
0.00479004,0.648152,4.41507,49.185,-4.23145,0.13459,0
-0.0616718,0.587379,4.47539,44.9463,-4.23869,0.327377,0
-0.00883163,0.782273,4.69963,41.1597,-3.7866,0.186836,0
-0.0902623,0.66866,4.65622,37.3619,-3.79781,0.230827,0
-0.31749,0.633333,4.9294,34.2508,-3.11102,0.6213,0
-0.297881,0.489781,4.86249,31.5015,-2.74939,0.295433,0
-0.585133,0.39937,5.71092,29.8857,-1.61575,0.260658,0
-0.516725,0.547861,6.24876,29.0395,-0.846172,0.124443,0
-0.722098,0.217198,7.42172,29.4949,0.455383,-0.250092,0
-0.983155,0.335303,8.39829,31.2504,1.75544,0.00850677,0
-1.25963,0.349224,9.80865,35.2129,3.96253,-0.147156,0
-1.36486,0.270338,10.5683,40.3091,5.09616,-0.135986,0
-1.54823,0.589175,11.657,47.2517,6.94268,-0.467972,0
-1.91572,1.15215,12.5349,55.8694,8.61767,-0.0975723,0
-1.8295,1.54793,13.229,65.591,9.72161,-0.303291,0
-1.83414,1.76633,13.5965,76.1428,10.5518,-0.387192,0
-1.69029,2.15477,13.8931,87.4306,11.2878,-0.222588,0
-1.82126,2.71011,14.0249,99.117,11.6864,-0.103294,0
-2.04669,2.67988,13.6676,110.084,10.9673,-0.0277786,0
-1.63999,2.65697,13.2254,120.242,10.1579,-0.0298538,0
-1.07506,2.6215,13.2437,130.156,9.91396,-0.381142,0
-0.821043,3.02626,13.8917,141.334,11.1775,-0.28936,0
-0.327669,3.33312,15.9535,155.872,14.5385,-0.14003,0
-0.0252974,3.77305,17.2593,172.904,17.0315,-0.00457764,0
0.433648,4.18245,18.2376,191.319,18.4151,0.331589,0
0.433349,3.94984,17.225,206.374,15.0549,0.137672,0
0.439785,3.57576,14.0327,213.372,6.99866,0.309837,0
0.687221,3.2918,12.0856,216.106,2.73398,0.00828552,0
0.307461,2.48528,9.83709,213.882,-2.2244,0.393593,0
0.3609,2.29114,8.75918,208.881,-5.00119,-0.145432,0
0.419278,2.19608,8.16118,202.059,-6.82172,0.379105,0
0.241298,1.77681,8.4625,194.776,-7.28252,0.367828,0
0.508343,1.52952,8.95378,187.417,-7.35933,0.0737152,0
0.828078,1.23643,10.43,181.395,-6.02255,-0.084259,0
0.728984,1.26382,11.2313,177.025,-4.369,-0.0770416,0
1.14796,1.04573,11.5907,174.031,-2.99413,-0.215134,0
1.30693,0.72599,11.6762,171.228,-2.80348,0.0622559,0
1.48626,0.205972,11.1018,166.396,-4.83189,-0.0700073,0
1.07536,-0.0264949,10.2109,156.376,-10.0196,-0.112183,0
1.27774,-0.381257,9.15481,142.218,-14.1581,0.11467,0
0.82703,-0.470771,7.95146,124.333,-17.885,0.148239,0
0.999771,-0.597408,7.62933,108.525,-15.8079,0.284775,0
0.680934,-0.375419,6.76728,98.3069,-10.2185,-0.0714417,0
0.496368,-0.661924,6.51475,91.1667,-7.14017,-0.0668335,0
0.178279,-0.66866,6.0344,87.0326,-4.13416,-0.0300598,0
0.154928,-0.438887,5.83591,84.0433,-2.98927,0.198608,0
0.113015,0.165107,5.6762,81.5843,-2.45901,-0.149826,0
-0.174836,0.128433,5.76346,78.9865,-2.59779,-0.166397,0
-0.407453,-0.223635,5.4578,75.6887,-3.29778,-0.0651245,0
-0.609682,0.349224,5.37068,70.5849,-5.10386,0.177429,0
-0.651146,0.369282,5.2162,64.3035,-6.28135,0.0697174,0
-1.1068,0.236808,5.25842,57.5645,-6.73898,0.0187683,0
-1.34061,0.407004,5.09271,50.6477,-6.91684,-0.0807648,0
-1.45677,0.217198,5.28281,44.6837,-5.964,0.394394,0
-1.71154,0.266446,5.68293,40.301,-4.38268,0.220596,0
-1.89102,0.380509,6.52269,37.8434,-2.45765,-0.346313,0
-2.00044,0.607137,7.26035,37.4029,-0.440517,-0.425598,0
-2.39247,0.447719,8.28108,38.3364,0.933594,-0.517685,0
-2.4299,0.547861,8.98626,40.8712,2.5348,0.0614624,0
-2.53692,0.939596,9.41018,44.1677,3.29649,0.281815,0
-2.62569,1.19422,10.1543,48.8263,4.65856,-0.0093689,0
-2.49651,1.28987,10.6273,54.2364,5.41008,-0.0908585,0
-2.41957,1.76513,11.1349,60.5299,6.29354,-0.24942,0
-1.98817,2.36972,11.2767,66.9966,6.46666,0.00631714,0
-1.63924,2.45564,11.9282,74.5589,7.56229,0.208847,0
-1.48342,2.52839,12.2228,82.5997,8.04082,-0.28183,0
-1.36022,2.44576,12.7286,91.4798,8.88005,0.171616,0
-1.3481,2.49351,12.6553,100.183,8.7037,0.00634766,0
-1.37115,2.31733,12.4972,108.654,8.47074,0.0232391,0
-1.2023,2.30057,11.6663,115.702,7.04768,-0.28006,0
-0.915047,1.94715,11.7721,122.447,6.74471,-0.0323334,0
-0.390089,2.12857,13.0841,130.547,8.10073,0.268524,0
-0.290546,2.08322,14.7574,140.867,10.3201,0.147675,0
-0.42796,1.96945,16.4385,153.354,12.4866,0.0825348,0
-1.02552,1.56634,16.1614,164.463,11.1087,-0.0610199,0
-1.40348,1.22101,14.6457,172.093,7.63042,-0.12619,0
-1.31786,0.970582,13.3458,176.428,4.33495,-0.173653,0
-1.02582,1.41276,12.3227,178.557,2.12878,-0.296028,0
-0.711171,1.27415,11.6884,178.919,0.362076,3.4088e-41,0
-0.653691,1.18374,11.5431,178.815,-0.103729,0.0754471,0
-0.887504,0.695903,11.3814,177.553,-1.26196,-0.156296,0
-0.822989,0.518522,11.4686,175.958,-1.59482,0.157654,0
-0.594414,0.411494,11.3243,173.39,-2.56804,0.0591888,0
-0.745001,0.42796,11.2984,170.903,-2.48752,0.0608902,0
-0.479004,0.29324,10.9231,168.165,-2.73756,0.13665,0
-0.2645,-0.00958008,10.7036,166.403,-1.76265,-0.013916,0
-0.0309856,0.0601749,10.0012,163.704,-2.69899,-0.182465,0
-0.0440085,-0.269739,9.30645,158.129,-5.57458,-0.0396042,0
0.054337,-0.457,8.84017,149.139,-8.99022,-0.229424,0
0.0932561,-0.573158,7.98215,135.999,-13.1397,0.0246048,0
0.204774,-0.647404,7.22443,122.746,-13.2527,-0.107239,0
0.15403,-0.250878,6.85619,112.068,-10.6789,0.0127106,0
0.310754,-0.38949,6.0823,103.096,-8.97165,-0.11499,0
0.20178,0.0169148,5.59297,95.3725,-7.72339,0.398972,0
0.188159,-0.0309856,5.34688,88.4898,-6.88271,0.260437,0
0.159718,0.063468,5.39778,81.8706,-6.61913,-0.153992,0
0.237855,-0.104034,4.87117,75.1823,-6.68833,0.331558,0
-0.0251477,-0.107477,4.4233,68.1263,-7.056,0.0133972,0
0.0251477,0.00628693,4.22856,61.1963,-6.92999,0.100266,0
-0.0649649,0.0372725,4.17871,54.2636,-6.93274,-0.0616302,0
-0.120799,-0.0838257,3.92918,47.753,-6.51057,-0.0760803,0
-0.349074,-0.0420625,3.92184,41.5572,-6.19584,-0.245651,0
-0.202679,0.0221539,4.05911,36.3378,-5.21936,0.148102,0
-0.445324,0.00149689,4.08051,31.9731,-4.36473,-0.159515,0
-0.409249,0.0715512,4.65981,28.4435,-3.52962,0.324188,0
-0.444126,0.39937,4.89093,25.9576,-2.48588,0.18132,0
-0.477956,0.388742,5.38326,24.5017,-1.4559,0.171516,0
-0.806373,0.123793,6.39934,24.1594,-0.342306,-0.0637054,0
-0.664468,0.0492476,7.21589,25.1138,0.954401,0.209404,0
-1.02133,0.202679,8.64692,27.897,2.78319,-0.384186,0
-1.17116,0.242047,9.84368,32.2534,4.35642,-0.163071,0
-1.41456,0.360001,11.5953,38.9669,6.71355,0.191452,0
-1.67083,0.638572,12.6203,47.6341,8.66716,-0.26857,0
-1.67412,1.02342,14.0802,59.0418,11.4077,0.110321,0
-1.72382,1.76782,15.0141,72.3942,13.3524,-0.235641,0
-2.01406,2.2106,15.4742,86.8272,14.433,-0.0196838,0
-2.13711,2.65473,15.5341,101.669,14.8414,0.0932007,0
-1.8741,3.07506,15.223,115.994,14.3253,0.146988,0
-1.56739,2.77628,14.2604,128.307,12.3128,-0.0661011,0
-1.13614,2.9797,13.5539,139.371,11.0642,-0.0116577,0
-0.499212,2.89663,12.9148,148.968,9.59665,-0.156082,0
-0.018262,2.72074,13.5046,159.311,10.3437,-0.0671997,0
0.70698,3.61783,15.4497,173.244,13.9326,-0.34584,0
0.981359,4.05267,16.9135,189.609,16.3647,0.182327,0
1.17895,4.21044,17.8239,207.377,17.7685,-0.0105438,0
1.21158,4.04339,16.6511,221.079,13.7014,0.333603,0
1.03255,3.56065,14.3565,228.674,7.59531,-0.0216675,0
0.708177,3.10409,11.307,228.762,0.0877228,-0.0566559,0
0.757724,2.50235,9.39895,224.556,-4.20587,-0.0405731,0
0.585882,1.7072,7.88111,216.01,-8.54572,-0.0822449,0
0.479004,1.73699,7.30361,205.077,-10.9331,0.231323,0
0.398771,1.4653,7.20167,192.938,-12.139,0.341537,0
0.410297,1.41411,7.71301,180.984,-11.954,0.130569,0
0.505349,1.13225,8.30862,170.1,-10.8837,0.199371,0
0.593516,1.0827,9.24567,162.193,-7.90729,0.146408,0
0.423469,1.14916,9.55762,155.879,-6.31427,0.289169,0
0.344733,0.965043,10.0429,151.283,-4.59517,0.451202,0
0.635578,0.550256,10.2393,146.019,-5.26421,0.0685577,0
0.83182,0.2883,9.81419,136.32,-9.69922,0.40519,0
0.602198,0.364193,9.14089,122.607,-13.7126,-0.258026,0
0.359403,-0.0193098,8.58959,106.176,-16.4311,0.0640259,0
0.24504,-0.189656,8.10819,91.8489,-14.3273,-0.227089,0
0.158071,-0.335003,7.51407,81.6455,-10.2034,-0.112686,0
-0.11047,-0.300874,6.8782,75.9847,-5.66085,-0.180725,0
0.0233514,-0.273481,6.53915,72.7134,-3.27127,-0.201355,0
-0.497266,-0.0465532,6.00536,70.8974,-1.81599,-0.211502,0
-0.400866,-0.195194,5.90552,69.5527,-1.3447,-0.328369,0
-0.609383,-0.00643661,5.387,68.004,-1.5487,-0.651382,0
-0.941392,0.0711021,5.4319,66.0501,-1.95386,-0.661423,0
-1.12446,0.270338,5.32428,63.4948,-2.55532,-0.721237,0
-1.20814,0.253722,5.11711,59.7887,-3.70613,-0.823044,0
-1.15829,0.287402,5.23027,55.7844,-4.00426,-0.709229,0
-1.42683,0.0826282,5.31275,51.3068,-4.47764,-1.03284,0
-1.45438,0.152682,5.51872,46.7471,-4.55971,-0.3629,0
-1.62772,0.299976,6.14966,43.2136,-3.53347,-0.463928,0
-1.4894,0.347577,6.40877,40.6736,-2.53998,-0.0293121,0
-1.52608,0.36045,6.98627,39.2584,-1.41523,0.0390778,0
-1.80076,0.393382,7.61706,38.982,-0.276356,0.0257645,0
-1.91018,0.407752,8.47178,40.1688,1.18673,0.27597,0
-1.97963,0.531096,8.69841,42.197,2.02819,0.218254,0
-2.00224,0.756078,9.11095,44.9941,2.79714,0.567474,0
-1.64643,1.22011,9.75551,48.9351,3.94098,0.138344,0
-1.39345,1.47369,10.0993,53.3748,4.43977,-0.294891,0
-0.977617,2.05313,11.0009,59.4249,6.05001,-0.121735,0
-1.09812,2.18725,11.4898,66.1504,6.72555,-0.177681,0
-1.02192,2.28171,11.9016,73.5387,7.38833,-0.44162,0
-0.816402,2.27751,12.299,81.6269,8.08818,-0.486893,0
-0.53394,2.33095,12.5387,90.0117,8.3848,-0.898727,0
-0.348775,2.41732,12.4962,98.2524,8.2407,-1.07646,0
-0.357457,2.42556,11.9071,105.452,7.19976,-1.62022,0
-0.327818,2.24967,11.3079,111.232,5.78001,-1.61926,0
-0.257614,2.29967,10.7298,116.049,4.81705,-1.33685,0
-0.00703537,2.49965,11.7631,121.884,5.83456,-1.05897,0
-0.0664618,2.61207,13.1999,129.362,7.47789,-0.0471497,0
-0.475561,2.85172,15.109,139.428,10.0658,0.27774,0
-1.18673,2.96593,15.6829,150.446,11.0184,1.132,0
-1.76782,2.01227,14.0173,157.7,7.25432,1.96881,0
-2.25057,1.57473,12.7062,162.052,4.35139,3.01173,0
-1.79552,1.45782,10.9901,163.303,1.25137,4.15823,0
-1.2972,1.27834,10.4421,162.438,-0.864746,4.11714,0
-1.22251,1.42908,10.2299,160.575,-1.86368,4.09117,0
-0.903072,1.51141,10.4932,158.406,-2.16824,4.22878,0
-0.927022,1.23568,10.7117,155.907,-2.49951,3.35255,0
-0.913101,1.11548,10.6272,152.912,-2.99515,3.05589,0
-0.854423,1.13135,10.7953,150.188,-2.72324,2.52381,0
-0.656086,0.785866,10.5234,147.938,-2.25005,2.06787,0
-0.500709,0.550705,10.2164,146.182,-1.75681,1.93193,0
-0.31719,0.40865,10.013,144.934,-1.2473,1.00057,0
-0.332309,0.0989442,9.44236,141.475,-3.45883,0.485725,0
-0.188907,0.161963,9.18819,135.439,-6.03616,-0.491241,0
0.0865201,0.201481,8.56788,125.24,-10.1989,-1.29585,0
0.0733475,0.239801,8.29201,113.532,-11.7086,-2.29005,0
0.156574,0.151335,7.48384,104.307,-9.22524,-3.61916,0
0.285007,0.130079,7.29598,97.0776,-7.2289,-4.27608,0
0.239352,0.159119,6.52194,91.858,-5.21963,-5.0709,0
0.443677,0.194895,6.04757,87.1363,-4.7217,-4.96833,0
0.429457,0.342787,5.44089,82.2437,-4.89262,-5.00603,0
0.471819,0.224832,4.76564,76.6048,-5.63889,-4.42616,0
0.452359,0.367785,4.71519,70.6951,-5.90965,-3.38422,0
0.363295,0.0841251,4.8568,64.9897,-5.70543,-2.66837,0
0.342039,0.14415,4.75172,59.0003,-5.98943,-1.53651,0
0.132325,0.284409,4.75756,53.4342,-5.5661,-0.630821,0
0.0431104,0.103884,4.86099,48.3537,-5.08044,-0.167885,0
0.0755928,0.018262,4.76474,43.4901,-4.86366,0.758072,0
0.0534389,0.0443079,4.83974,39.3744,-4.11566,1.20546,0
-0.070204,0.200284,5.05604,35.6947,-3.67976,1.69091,0
-0.0887654,0.377515,5.24464,32.8322,-2.8625,2.49782,0
-0.199236,0.241598,5.74146,30.5973,-2.23486,2.6972,0
-0.470921,0.650248,6.72971,29.9647,-0.632607,3.10164,0
-0.70713,0.998124,7.06336,29.8433,-0.12138,3.27457,0
-0.922382,1.03779,8.23348,31.537,1.69373,3.43921,0
-1.23972,1.05246,8.82714,34.2717,2.7347,3.28265,0
-1.4671,0.984503,9.63711,38.4024,4.13065,3.86115,0
-1.6819,1.19616,10.4592,44.0692,5.66687,3.47084,0
-2.01227,1.54569,11.3702,51.1409,7.07168,3.22369,0
-2.24024,1.86288,12.0251,59.2262,8.08527,3.69174,0
-2.60982,2.21509,12.9711,69.0544,9.82821,3.77719,0
-2.83331,2.31943,13.4879,79.8417,10.7873,3.83205,0
-3.06952,2.44906,13.8708,91.3527,11.511,3.84457,0
-3.01802,2.59905,13.3745,102.105,10.7521,3.38983,0
-2.94034,2.38664,12.855,111.865,9.76025,2.9003,0
-2.82508,1.76633,12.358,120.503,8.63829,2.77964,0
-2.24338,1.53341,13.1262,130.005,9.50154,3.45894,0
-1.81243,1.587,15.4042,143.132,13.1268,4.25586,0
-1.48506,2.00239,17.6983,160.226,17.0945,4.62206,0
-0.747396,2.50324,18.7008,179.298,19.0722,3.96808,0
-0.0510439,3.51963,18.6352,197.42,18.1214,2.62059,4.62206
0.550705,3.97933,17.241,211.971,14.5517,1.76938,0
1.01938,4.38124,14.6331,220.619,8.64798,0.338364,0
1.03016,4.40833,12.5025,224.566,3.94696,-1.10558,0
1.12521,3.63339,10.226,223.524,-1.0426,-2.24384,0
1.12955,3.29225,9.00707,219.783,-3.7406,-3.78065,0
1.12551,2.55623,8.00281,213.026,-6.75763,-4.66006,0
1.21143,2.39532,7.62529,204.902,-8.12372,-5.05171,0
1.39166,2.0699,7.90461,196.207,-8.69458,-4.88135,0
1.60421,2.20312,7.90895,188.41,-7.7977,-4.69427,0
1.78384,2.02005,8.03379,181.673,-6.73669,-4.14327,0
1.78998,1.53431,8.65006,176.458,-5.21498,-3.59344,0
1.70855,1.20664,8.64857,170.176,-6.28178,-4.65933,0
1.74777,0.636626,8.39903,159.608,-10.568,-5.72968,0
1.80989,0.401765,8.2456,144.107,-15.5011,-6.35674,0
1.70316,0.0943039,7.7913,125.799,-18.3081,-6.26299,0
1.60781,0.204774,7.77693,107.264,-18.5346,-5.23491,0
1.68505,-0.0137714,7.41917,91.2952,-15.9692,-4.72001,0
1.46081,0.270787,7.36394,80.1747,-11.1205,-4.26949,0
1.36007,0.0838257,6.92715,72.2395,-7.93523,-3.43658,0
0.912502,0.391286,6.58451,67.5709,-4.66856,-2.52283,0
0.64905,0.70668,6.89107,64.7688,-2.80217,-2.06294,0
0.183069,0.774939,6.98058,63.3635,-1.40521,-1.7931,0
0.148641,0.724344,7.1159,62.4781,-0.88546,-1.84322,0
-0.482896,0.777932,7.27487,61.5442,-0.933868,-2.22213,0
-1.12042,0.621208,7.32517,60.6267,-0.917465,-2.47667,0
-1.18,0.543071,7.64131,59.8938,-0.732975,-2.85322,0
-1.58056,0.502954,7.75058,58.7963,-1.09744,-3.58752,0
-1.98382,0.632135,7.64805,57.7748,-1.02156,-3.61857,0
-1.97888,1.05321,8.0561,57.5199,-0.254864,-3.14345,0
-2.08397,1.28328,8.30069,57.7364,0.216507,-2.60698,0
-2.50818,1.71753,8.96126,59.3571,1.6207,-2.01847,0
-2.77493,2.14384,9.30794,61.5963,2.23916,-1.33371,0
-2.90546,2.23231,9.59475,64.5713,2.97503,-0.642284,0
-2.92222,2.08382,9.82961,67.888,3.31675,0.385723,0
-2.73601,1.90928,9.90475,71.6001,3.71207,1.89824,0
-2.70383,1.58715,10.1146,75.8372,4.2371,3.0727,0
-2.34966,1.30573,10.4469,80.0845,4.24728,4.64754,0
-2.3311,1.3207,11.0063,85.0192,4.93466,5.47016,0
-2.35191,1.43537,11.1912,90.1224,5.1032,6.87477,0
-2.20447,1.33313,11.4555,95.3789,5.2565,8.27172,0
-2.05133,1.2511,11.6075,100.704,5.32544,9.11234,0
-1.51335,1.10755,11.4427,105.353,4.6484,11.3569,0
-1.65825,1.10934,11.4027,109.801,4.44869,11.8466,0
-1.26083,0.750539,10.715,113.185,3.38355,13.488,0
-1.38432,0.77913,10.2489,115.537,2.35233,13.0603,0
-1.1535,0.644859,9.90041,117.092,1.55458,11.2982,13.488
-0.874032,0.398022,10.7101,118.722,1.63019,8.8766,0
-0.710722,0.532742,12.0655,121.687,2.96446,6.11197,0
-0.804128,0.620609,13.6655,126.83,5.1434,4.40878,0
-1.06653,0.381706,13.78,131.934,5.10437,3.2607,0
-1.18179,0.609383,12.5189,135.013,3.07851,2.50223,0
-1.39779,0.680036,11.891,136.993,1.97977,2.25098,0
-1.28732,0.97148,11.6019,138.295,1.3026,2.89586,0
-1.01564,0.886008,11.8507,139.166,0.871155,3.34465,0
-0.964444,1.1788,11.3183,139.016,-0.150711,3.55496,0
-0.86101,0.975072,11.5539,138.848,-0.167633,1.87318,0
-1.10575,0.57226,11.1713,137.963,-0.884933,-0.507965,0
-0.628842,0.611778,11.188,137.431,-0.531845,-5.02992,0
-0.316592,0.622256,11.391,137.196,-0.23494,-7.30269,0
-0.194595,0.732427,11.2434,137.823,0.626511,-10.2134,0
0.174238,0.636327,10.9785,138.66,0.837448,-10.6134,0
0.500858,0.599653,10.5427,139.41,0.74968,-9.73781,0
0.518222,0.479752,9.97211,138.429,-0.980392,-7.56264,0
0.400567,0.396825,8.9225,134.277,-4.1523,-5.26842,0
0.352367,0.416584,8.0784,126.638,-7.63876,-3.45354,0
0.418829,0.628244,7.42456,118.171,-8.46741,-2.35659,0
0.475561,0.803529,6.72551,111.147,-7.02419,-2.18353,0
0.469723,0.665366,6.24621,104.639,-6.50832,-2.69025,0
0.258662,0.717159,5.74251,98.1605,-6.478,-4.87212,0
0.264051,0.84634,5.3129,91.0828,-7.07768,-6.50785,0
0.10089,0.682431,5.08448,84.5769,-6.50593,-8.59073,0
0.286804,0.599653,4.83525,77.6167,-6.96017,-8.86266,0
0.213606,0.436642,4.82162,71.1878,-6.42895,-7.91682,0
0.126487,0.338895,4.58437,64.6381,-6.54966,-5.96018,0
0.133223,0.21181,4.567,57.8055,-6.83265,-4.42365,0
-0.0170645,0.261955,4.82207,51.3263,-6.47922,-3.5871,0
-0.000299377,0.378114,5.1671,45.4438,-5.88251,-3.20926,0
-0.152233,0.660726,5.51199,40.3864,-5.05736,-2.88284,0
-0.195793,0.65878,5.85687,36.3135,-4.0729,-3.03745,0
0.00434097,0.972677,6.81667,34.2813,-2.03223,-3.14631,0
-0.386347,1.5849,7.28251,33.6649,-0.616386,-3.52254,0
-0.436642,1.88608,8.39394,34.8219,1.157,-3.88938,0
-0.707728,2.28709,9.42365,37.8489,3.02703,-4.04654,0
-0.823438,2.70772,10.2323,42.4133,4.56442,-3.89114,0
-1.57697,3.01308,11.0286,48.6407,6.22739,-3.42972,0
-1.8268,3.08089,11.375,55.7161,7.07542,-2.40426,0
-2.26404,2.89917,12.0619,64.0095,8.29332,-1.51016,0
-2.53363,2.70802,12.2526,72.7631,8.75362,-0.390259,0
-2.34607,2.15522,12.4679,81.6451,8.88203,1.23049,0
-2.10732,1.92979,12.4454,90.5143,8.86913,2.40411,0
-2.06196,1.96661,12.7068,99.8056,9.29133,4.02682,0
-1.99116,1.76842,12.5447,108.627,8.82121,5.95684,0
-1.88249,1.78294,12.4104,116.995,8.36866,8.45893,0
-1.5614,2.20491,12.4879,125.271,8.27539,10.4122,0
-0.963846,2.58991,13.416,134.824,9.55317,13.6379,0
0.224832,3.33656,15.5425,147.658,12.8337,14.8778,0
0.653691,3.86766,17.0488,163.305,15.647,16.2135,0
1.04977,4.34157,17.5205,179.099,15.7945,15.6532,0
0.818648,4.20431,16.4714,191.294,12.1949,14.6366,16.2135
0.782273,3.64761,13.4238,196.382,5.08786,11.9631,0
0.59127,2.83495,11.4209,196.734,0.351791,10.1151,0
0.296533,2.59755,9.65163,194.094,-2.6394,7.15564,0
0.304467,1.88338,8.7764,189.197,-4.89725,5.87003,0
0.126337,1.89356,8.20504,183.387,-5.80969,6.16635,0
0.38485,2.05523,7.83231,177.145,-6.24248,7.03943,0
0.396675,2.04325,8.0775,171.303,-5.84218,7.12416,0
0.541274,1.91811,8.62432,165.601,-5.7019,5.82359,0
0.62974,2.05208,8.85588,160.512,-5.08914,2.83826,0
0.700393,1.98517,9.27935,156.124,-4.38766,-1.5349,0
0.858465,1.76273,9.56556,151.88,-4.24399,-5.26375,0
0.487386,1.44285,9.30151,145.706,-6.17429,-9.6028,0
0.556094,0.544418,9.03761,135.051,-10.6543,-11.2769,0
0.641117,0.296533,8.64273,120.623,-14.4282,-12.8552,0
0.546064,-0.0417632,8.05265,104.262,-16.3608,-12.213,0
0.444875,-0.6013,7.59745,89.8015,-14.4609,-10.87,0
