x,y,z,avg,diff,localdata
-0.250429,1.35798,9.24043,86.8145,0.231415,-0.18531,0
-0.372276,1.48446,9.24552,86.9976,0.183029,-0.108475,0
-0.32198,1.25589,9.30166,87.071,0.0733948,-1.54441,0
-0.37991,1.08839,9.23759,87.0402,-0.0307922,-1.24432,0
-0.477208,1.1538,9.1852,86.5729,-0.467224,-1.24028,0
-0.580493,1.09662,9.06889,86.1383,-0.434616,-0.455147,0
-0.484093,1.38193,9.0635,85.9414,-0.196945,-1.66267,0
-0.441133,1.14796,9.18789,86.1379,0.196503,0.199539,0
-0.641266,1.31337,9.19583,86.1674,0.0294876,0.169395,0
-0.523611,0.949176,9.21334,86.2695,0.102173,0.379616,0
-0.292492,1.26771,9.10676,86.1922,-0.0773087,1.54844,0
-0.511786,0.768502,9.07174,86.1757,-0.0165863,1.52536,0
-0.395029,1.08958,9.13026,86.327,0.151398,0.740753,0
-0.179028,1.1538,9.04689,86.2114,-0.115654,0.12114,0
-0.373324,0.918041,8.96351,85.7268,-0.48455,-1.32896,0
-0.401615,0.999621,8.82205,84.9172,-0.809647,-2.31497,0
-0.460892,0.887355,8.84346,84.4118,-0.505356,-1.40065,0
-0.321831,1.00681,8.68105,83.7028,-0.709007,-1.94001,0
-0.392783,0.921933,8.70365,82.9876,-0.715248,-1.13819,0
-0.449815,0.907413,8.65755,82.3199,-0.667694,-0.58754,0
-0.471819,0.741109,8.90902,81.9584,-0.361519,-0.641525,0
-0.46628,0.939895,9.45389,82.3767,0.418289,-0.625458,0
-0.792901,0.955463,9.50478,82.8511,0.474464,-0.638893,0
-0.700543,0.711171,9.38249,83.0447,0.193611,-0.776756,0
-0.848885,0.843945,9.54026,83.4041,0.359383,-1.44044,0
-0.614921,1.07357,9.57753,83.8541,0.449936,-1.43079,0
-0.679287,1.20035,9.65238,84.5069,0.652809,-1.91712,0
-0.620011,1.51156,9.82153,85.5058,0.998917,-1.96602,0
-0.421673,1.33882,9.8808,86.4368,0.930977,-1.57976,0
-0.621059,1.51799,9.8362,87.4512,1.01445,-1.38851,0
-0.5528,1.69597,9.59774,88.3244,0.873238,0.386642,0
-0.573308,1.55377,9.37381,89.0508,0.726372,0.953369,0
-0.357157,1.4418,9.29043,89.6328,0.581993,0.277222,0
-0.310604,1.70331,9.27367,90.4154,0.782547,0.957405,0
-0.366438,1.66798,9.27501,91.1769,0.761536,1.09938,0
-0.465831,1.41695,9.27292,91.9415,0.764557,1.29147,0
-0.38006,1.18823,9.16544,92.2801,0.338692,1.85793,0
-0.432002,1.324,9.02922,91.842,-0.438156,2.51758,0
-0.59142,1.21622,9.0659,91.3505,-0.491447,2.57602,0
-0.349224,1.1532,8.98596,90.9238,-0.426765,2.76787,0
-0.441282,1.28358,9.09404,90.4297,-0.494095,2.32422,0
-0.424068,1.27879,9.00453,89.782,-0.647705,2.65912,0
-0.397573,1.07866,8.9228,88.8987,-0.883301,2.80342,0
-0.486638,1.17042,9.08042,87.9567,-0.941933,3.71469,0
-0.346679,1.11458,9.19732,87.1038,-0.852951,2.39496,0
-0.441282,1.19796,9.16828,86.2442,-0.859596,2.24339,3.71469
-0.355211,1.05785,9.39491,85.8824,-0.361809,0.722839,0
-0.241598,1.36307,9.16873,85.5931,-0.289322,0.203766,0
-0.412692,1.14706,9.18206,85.4229,-0.170143,0.17453,0
-0.371078,1.25963,9.31588,85.3924,-0.0305405,-0.225098,0
-0.448767,1.11443,9.23175,85.2503,-0.142105,-0.765411,0
-0.602796,0.978665,9.42141,85.3673,0.11702,-1.1633,0
-0.616418,1.0562,9.46676,85.7144,0.347092,-1.41031,0
-0.481698,1.10919,9.36557,86.0713,0.356865,-2.03184,0
-0.570015,0.965492,9.22112,86.2129,0.141678,3.4088e-41,0
-0.399968,1.0104,9.08551,86.3084,0.0954971,-1.82363,0
-0.506098,0.771645,8.97174,86.1084,-0.200005,-1.53111,0
-0.547561,0.980012,9.11275,86.1963,0.0878601,-1.66201,0
-0.596659,0.965941,9.40749,86.7495,0.553253,-1.52203,0
-0.689167,1.09437,9.40584,87.1296,0.380112,-2.06365,0
-0.642015,1.11099,9.39506,87.3772,0.247528,-0.563538,0
-0.560285,0.982706,9.26558,87.4674,0.09021,-0.497353,0
-0.446821,1.00052,9.32845,87.3868,-0.0805588,-0.0209961,0
-0.445773,1.36037,9.28609,87.5305,0.143677,0.120239,0
-0.488734,1.00291,9.33144,87.6883,0.157768,-0.0343857,0
-0.561632,0.915496,9.19822,87.5165,-0.171814,0.371788,0
-0.487686,1.2017,9.20915,87.5053,-0.0111389,0.39389,0
-0.215402,1.10081,9.14957,87.1859,-0.31945,0.855469,0
-0.357756,1.35633,9.34671,87.0742,-0.111656,-0.346062,0
-0.467628,1.3939,9.24388,86.9764,-0.0978317,-0.693428,0
-0.420925,1.17206,9.15107,86.9143,-0.0620804,-0.43248,0
-0.541424,1.01998,9.12532,86.9692,0.054863,-0.551224,0
-0.407153,0.944236,9.19942,87.2406,0.271439,-0.0634918,0
-0.431104,1.30184,9.39207,87.6024,0.361816,0.894577,0
-0.468675,1.06039,9.24403,87.4153,-0.187103,0.161469,0
-0.375868,1.20619,9.1123,87.0708,-0.344513,-0.753296,0
-0.386646,1.23867,9.33204,86.9994,-0.0714264,-1.29234,0
-0.464634,1.24451,9.12936,86.8731,-0.126297,-0.981262,0
-0.446671,1.19107,9.45973,87.0533,0.180252,-1.03262,0
-0.639321,0.954266,9.40404,87.1455,0.0921631,-1.41762,0
-0.575104,1.06803,9.31767,87.1436,-0.00189209,-1.00565,0
-0.587229,1.11398,9.25331,87.2341,0.0905457,-1.58815,0
-0.525407,1.07117,9.06979,87.0588,-0.175369,-1.76073,0
-0.490231,0.933609,9.12368,87.0201,-0.0387115,-2.4048,0
-0.157622,1.05635,9.4229,87.0578,0.0377045,-1.49071,0
-0.57226,1.15874,9.36782,87.1712,0.113449,-1.25326,0
-0.417182,1.1764,9.30735,87.352,0.18074,-1.73682,0
-0.554148,0.927771,9.35824,87.6107,0.258713,-1.91399,0
-0.343236,0.909808,9.19074,87.5937,-0.0169678,-1.58385,0
-0.352966,0.958457,9.2325,87.3556,-0.238083,-2.09436,0
-0.327519,1.02731,9.33324,87.4479,0.0922394,-1.1738,0
-0.380209,0.978815,9.24777,87.5725,0.124603,-0.461639,0
-0.672851,0.922981,9.28459,87.4936,-0.0789032,-0.344017,0
-0.456251,0.984952,9.00453,87.3154,-0.178146,-0.318626,0
-0.353864,1.32954,9.00243,86.8049,-0.510498,0.258347,0
-0.49532,1.152,9.17442,86.5541,-0.250809,0.559608,0
-0.491129,1.15664,9.28549,86.5234,-0.0307007,0.895523,0
-0.484393,1.21712,9.34866,86.6424,0.119003,1.73123,0
-0.623903,1.14033,9.30211,86.9258,0.283386,1.98074,0
-0.436792,1.42489,9.2075,87.0912,0.165375,1.80991,0
-0.675395,1.22296,9.26334,86.9555,-0.135666,1.44909,0
-0.542322,1.26322,9.22517,86.8035,-0.152046,2.15135,0
-0.482596,1.43701,9.08146,86.5901,-0.213364,1.93068,0
-0.522713,1.62352,9.15017,86.4582,-0.131859,1.17171,0
-0.511786,1.13105,9.0909,86.3814,-0.0768585,0.498459,0
-0.463885,1.26756,9.24732,86.4472,0.0657806,-0.341667,0
-0.530497,1.1083,9.20496,86.3202,-0.126938,-0.674889,0
-0.462538,1.38462,9.27621,86.4174,0.0972137,-1.27124,0
-0.395029,1.29421,9.24942,86.4096,-0.00785828,-1.358,0
-0.445623,1.36965,9.17278,86.6567,0.247162,-1.05393,0
-0.45221,1.19032,9.29612,86.9757,0.318924,-1.90234,0
-0.364492,1.23149,9.2072,87.0181,0.0424652,-1.37308,0
-0.4808,1.23344,9.06994,86.7817,-0.236435,-2.01422,0
-0.38934,1.09602,9.16035,86.5412,-0.24054,-3.1178,0
-0.486189,0.988694,9.32561,86.5388,-0.00237274,-2.82516,0
-0.540077,1.17281,9.32905,86.645,0.106194,0.679607,0
-0.445923,1.07387,9.17218,86.5024,-0.142525,2.60094,0
-0.374821,1.07357,9.09838,86.32,-0.182495,3.33589,0
-0.459694,1.04992,9.1358,86.3203,0.000350952,5.7866,0
-0.252974,1.38851,9.331,86.4718,0.151543,3.8675,0
-0.568069,1.16757,9.37441,86.8081,0.336243,1.43512,5.7866
-0.26435,1.20035,9.20241,86.7369,-0.0712357,7.95889,0
-0.373024,1.1288,9.25241,86.7856,0.0487213,6.51874,0
-0.498314,1.02881,9.33204,86.799,0.0134125,3.3806,0
-0.47616,0.968187,9.0864,86.5705,-0.228493,4.15015,0
-0.419278,1.36322,9.37815,86.8061,0.235596,4.46529,0
-0.517624,1.27385,9.19807,86.7096,-0.0965042,5.31467,0
-0.709225,1.11279,9.17038,86.673,-0.0365524,5.21877,0
-0.397723,1.16772,9.21439,86.8237,0.15065,5.94803,0
-0.385598,1.04767,9.25076,86.9211,0.0973816,7.64603,0
-0.419428,1.25933,9.21813,86.8307,-0.0903168,5.11179,0
-0.427361,1.24541,9.18221,86.665,-0.165733,2.33936,0
-0.640668,1.16099,9.35255,86.8992,0.23423,1.67755,0
-0.471969,1.15066,9.17337,87.0007,0.101494,0.918915,0
-0.459844,0.956661,9.3069,87.1863,0.185532,-0.692184,0
-0.429307,1.1541,9.26573,87.0807,-0.105591,0.627991,0
-0.558938,0.974025,9.26184,86.923,-0.157669,2.16048,0
-0.427361,1.13554,9.27007,86.9987,0.0757065,-4.62025,0
-0.470771,1.11937,9.30929,87.0685,0.0698166,-3.36574,0
-0.345931,1.28628,9.25091,87.0035,-0.0650177,0.365585,0
-0.391735,1.23373,9.09973,87.0506,0.0471039,-0.0510864,0
-0.415386,1.13883,9.04973,86.6371,-0.413544,-1.63062,0
-0.517474,1.45917,9.22816,86.7034,0.0662918,-2.70111,0
-0.522264,1.38148,9.20406,86.7695,0.0661774,-4.17014,0
-0.503104,1.32415,9.04389,86.6053,-0.164268,-3.38254,0
-0.403411,1.11728,9.0623,86.3999,-0.205406,-3.13311,0
-0.450264,1.34645,8.99659,86.1635,-0.236336,-1.41236,0
-0.314945,1.11623,8.98701,85.9176,-0.245941,-1.73052,0
-0.693508,1.24107,9.1135,85.6581,-0.259468,-2.56184,0
-0.302371,1.26397,9.34941,85.8708,0.212685,-2.86591,0
-0.434846,1.15545,9.53008,86.1584,0.287598,-4.32701,0
-0.481848,1.26008,9.3536,86.2796,0.121239,-2.46967,0
-0.350721,1.43896,9.26588,86.3426,0.0629654,-1.42154,0
-0.604742,1.21068,9.20586,86.2909,-0.0516968,-1.31346,0
-0.515528,1.38073,9.31273,86.3385,0.0476074,-1.36066,0
-0.582289,1.17371,9.25525,86.34,0.0014267,0.104919,0
-0.47137,1.35768,9.33444,86.6347,0.294792,-0.867432,0
-0.459844,1.02851,9.24986,86.8511,0.216385,-0.453568,0
-0.633483,1.21113,9.29971,86.9009,0.0498047,0.437134,0
-0.523312,1.18524,9.21394,86.8809,-0.0200424,2.13979,0
-0.288151,1.40543,9.25945,87.1307,0.249825,1.29704,0
-0.524509,1.09318,9.27876,87.3825,0.251808,-0.477661,2.13979
-0.490231,1.13254,9.10332,87.4725,0.0899429,0.323349,0
-0.464933,1.23957,9.39192,87.963,0.490578,-0.408768,0
-0.472567,1.16278,9.38803,88.2526,0.289589,-0.648476,0
-0.515827,1.15066,9.13416,87.9978,-0.254852,-0.656601,0
-0.459694,0.816851,9.31378,87.7027,-0.29509,0.640793,0
-0.345482,1.15844,9.38863,87.7213,0.0186157,0.20932,0
-0.340093,0.93765,9.26753,87.6483,-0.0730133,0.592781,0
-0.370031,0.98121,9.17592,87.5682,-0.0801315,1.48145,0
-0.517624,0.910107,9.1846,87.3528,-0.215378,1.91163,0
-0.305066,0.874481,9.21933,87.2576,-0.0951614,0.883781,0
-0.4329,0.941692,9.29821,87.1535,-0.104141,1.53349,0
-0.361349,0.916993,9.48682,87.4124,0.258873,2.01971,0
-0.351619,0.85128,9.28699,87.3338,-0.0785217,1.50367,0
-0.484393,1.13419,9.2584,87.3753,0.0414734,0.546394,0
-0.492775,1.13853,9.27651,87.3626,-0.0126801,0.594795,0
-0.417781,1.10231,9.35255,87.4435,0.0809021,0.965462,0
-0.595013,0.917891,9.16679,87.4956,0.0520782,-0.620422,0
-0.596659,0.967438,9.29372,87.3521,-0.143478,-0.268364,0
-0.368833,0.900976,9.15347,87.0411,-0.311043,-0.230026,0
-0.433648,1.1559,9.38354,87.3256,0.284508,-0.0695801,0
-0.374371,0.991239,9.29941,87.3241,-0.00145721,0.516617,0
-0.302671,1.02237,9.46751,87.3968,0.0726852,0.833862,0
-0.572559,0.996029,9.20017,87.3394,-0.0574265,0.104431,0
-0.524659,1.02686,9.17921,87.3575,0.0181503,-1.73366,0
-0.569865,1.24766,9.31797,87.5609,0.203308,-2.19196,0
-0.614921,1.18254,9.21469,87.6129,0.0520706,-3.11372,0
-0.434247,1.41171,9.12398,87.4815,-0.131401,-3.1983,0
-0.294737,1.02043,9.19074,87.1457,-0.335846,-3.76921,0
-0.507744,1.08614,9.2325,87.1194,-0.0262375,-3.54709,0
-0.6013,1.41381,9.32695,87.2515,0.132095,-3.51891,0
-0.429307,1.16233,9.24103,87.2102,-0.0412903,-4.24265,0
-0.571811,1.10126,9.26498,87.1177,-0.092514,-4.47972,0
-0.514031,1.1071,9.18221,87.1537,0.0360107,-3.71806,0
-0.534988,1.01908,8.98911,86.8077,-0.346031,-3.4904,0
-0.510139,1.14617,9.29627,87.0115,0.203796,-3.73501,0
-0.457449,1.04468,9.33414,86.9397,-0.0717621,-4.09181,0
-0.351768,1.00336,9.24552,86.8778,-0.0619736,-5.06135,0
-0.21136,1.05306,9.39851,86.7974,-0.0803223,-4.30223,0
-0.572559,0.88975,9.06156,86.6267,-0.170731,-4.13904,0
-0.40865,0.914598,8.92564,86.3194,-0.307312,-3.25305,0
-0.534389,0.842598,9.1837,86.1088,-0.210632,-3.89961,0
-0.402513,1.11234,9.21933,86.0905,-0.0182343,-2.08024,0
-0.41374,0.948428,9.34776,86.2795,0.188934,-1.95901,0
-0.416434,0.973126,9.43967,86.5688,0.289368,-0.730003,0
-0.487386,0.995729,9.42246,86.7773,0.20845,-0.559662,0
-0.570314,0.84634,9.15287,86.4938,-0.283508,-1.10323,0
-0.533341,0.63947,9.34043,86.5566,0.0628128,-1.00553,0
-0.426164,0.997526,9.25226,86.5192,-0.0374146,-1.22306,0
-0.552351,0.953817,9.14927,86.4643,-0.054924,-1.07022,0
-0.463586,0.878673,9.12742,86.5998,0.135506,-1.22895,0
-0.618663,0.815055,9.32636,86.6019,0.00209045,-0.569874,0
-0.24519,0.732577,9.17203,86.3704,-0.231491,-0.0694237,0
-0.473166,0.926573,9.07892,86.1766,-0.19381,0.854053,0
-0.627645,0.787213,9.30046,86.0532,-0.123329,0.662968,0
-0.636926,0.77434,9.52784,86.5878,0.534607,2.45742,0
-0.314795,0.986598,9.16424,86.8619,0.274078,4.64533,0
-0.414039,0.897534,9.29791,86.9927,0.130768,7.86158,0
-0.493823,0.841849,9.16649,86.904,-0.0886383,8.96398,0
-0.531844,0.809068,9.22068,86.7482,-0.155823,14.329,0
-0.61537,0.874332,9.14793,86.4107,-0.337509,13.032,0
-0.543819,1.17401,9.30151,86.297,-0.113724,11.5281,14.329
-0.512684,1.26741,9.18385,86.3842,0.0872345,10.7033,0
-0.580044,1.00711,9.15257,86.2082,-0.176041,8.90958,0
-0.563877,1.00591,9.14688,86.0966,-0.111618,9.75168,0
-0.453407,1.32415,9.18325,86.182,0.0854492,10.1359,0
-0.394579,1.15171,9.31812,86.4328,0.250793,10.5495,0
-0.499362,0.778232,9.45973,86.5774,0.144592,11.3877,0
-0.521366,1.00396,9.11799,86.5583,-0.0190887,10.2764,0
-0.645009,1.07027,9.24852,86.7825,0.224205,8.72072,0
-0.506696,0.940045,9.22876,86.7074,-0.0751114,7.52223,0
-0.642015,1.06728,9.23205,86.3947,-0.312683,3.68637,0
-0.431253,1.0839,9.08611,86.3236,-0.071106,1.34879,0
-0.292492,0.897683,9.36752,86.3995,0.0758514,-2.13315,0
-0.378563,0.934207,9.38039,86.6514,0.251923,-4.98148,0
-0.533042,0.957409,9.3551,86.8239,0.172516,-10.0127,0
-0.51433,0.891845,9.12622,86.7939,-0.0299911,-10.1891,0
-0.513432,0.744851,9.25106,86.6819,-0.111969,-8.83301,0
-0.534988,0.811163,9.1858,86.6264,-0.0555801,-7.9646,0
-0.589624,0.855022,9.17861,86.6392,0.0128403,-5.95248,0
-0.585732,0.887055,9.11574,86.5912,-0.048027,-5.75795,0
-0.361947,1.00905,9.11514,86.4627,-0.128502,-4.90347,0
-0.495619,0.905018,9.19897,86.2987,-0.163986,-3.45726,0
-0.645907,0.975372,9.34896,86.2006,-0.098114,-3.10963,0
-0.351768,0.929268,9.34088,86.4394,0.238861,-1.17527,0
-0.39413,1.07761,9.46527,86.6776,0.238205,-0.0446548,0
-0.600401,1.04782,9.16125,86.6199,-0.057724,-0.872299,0
-0.356109,1.10246,9.1861,86.5539,-0.0659637,0.533592,0
-0.422272,0.990939,9.17203,86.6395,0.0855179,0.326828,0
-0.489781,1.09976,9.33489,86.6362,-0.00327301,1.22544,0
-0.39413,0.87044,9.37665,86.6254,-0.0108261,0.933609,0
-0.679886,1.09003,9.29058,86.5783,-0.0470734,0.326294,0
-0.626447,0.975372,9.35749,86.8632,0.284904,0.729248,0
-0.497116,1.00232,9.281,86.925,0.0617599,0.348557,0
-0.387993,1.04019,9.09479,86.839,-0.0859604,1.11646,0
-0.567919,1.04183,9.10766,86.7785,-0.0605164,1.08136,0
-0.429906,1.0827,9.39207,87.1123,0.333832,0.977188,0
-0.451461,0.964295,9.23534,87.2492,0.136887,-0.0075531,0
-0.49547,0.954565,9.3271,87.4033,0.154114,-1.99274,0
-0.417931,1.03345,9.36557,87.4149,0.0115662,-3.90717,0
-0.513283,1.06518,9.18685,87.2622,-0.152687,-5.45209,0
-0.674647,0.903222,9.22367,86.9771,-0.285049,-5.40742,0
-0.565973,0.981808,9.40389,87.2478,0.270668,-4.80139,0
-0.724344,1.04558,9.34761,87.4521,0.204323,-3.66339,0
-0.647853,1.16682,9.26124,87.5937,0.141586,-2.93931,0
-0.584085,0.914448,9.20346,87.4244,-0.169273,-2.59989,0
-0.67794,1.07911,9.07608,87.1222,-0.302208,-2.7392,0
-0.555345,0.925376,9.25301,87.0483,-0.0739059,-2.66504,0
-0.577649,0.961301,9.27846,86.9509,-0.0974274,-2.4819,0
-0.514181,1.2017,9.20211,86.8883,-0.0625839,-2.47836,0
-0.34144,1.0836,9.33624,87.1701,0.281769,-2.39514,0
-0.320633,1.0116,9.06724,87.1066,-0.0635223,-2.41696,0
-0.455054,0.920137,9.22038,86.8879,-0.218681,-2.53507,0
-0.667761,0.946033,9.17367,86.8299,-0.0580063,-2.73058,0
-0.488285,1.02028,9.2102,86.7021,-0.127777,-2.55788,0
-0.495021,1.15485,9.22262,86.557,-0.145073,-2.08987,0
-0.624352,0.851579,9.31139,86.6833,0.126289,-1.57928,0
-0.570164,0.925675,9.22517,86.6795,-0.00383759,-2.17809,0
-0.679437,0.948428,9.3072,86.5712,-0.108284,-1.45294,0
-0.435145,1.09782,9.28519,86.4846,-0.086647,-1.61623,0
-0.567919,1.18434,9.31648,86.5452,0.0606308,-1.38957,0
-0.71162,1.09797,9.26199,86.6461,0.10096,-0.945068,0
-0.513881,0.993035,9.30884,86.8902,0.244095,0.111908,0
-0.752036,1.29331,9.49595,87.242,0.351776,0.569138,0
-0.507145,1.09437,9.36692,87.3574,0.11541,0.5858,0
-0.592618,1.23793,9.12023,87.2746,-0.0828171,1.26494,0
-0.695454,1.06818,9.16694,87.0997,-0.174919,1.17282,0
-0.459544,0.879721,9.09808,87.1259,0.0261993,1.22142,0
-0.375569,1.07746,9.11425,87.0198,-0.106102,1.07593,0
-0.390987,0.929717,9.09149,86.9057,-0.114044,1.13203,0
-0.439037,1.15066,9.22142,86.9335,0.0277634,1.50727,0
-0.531545,1.0577,9.28983,87.0002,0.0666733,1.67004,0
-0.443228,0.97597,9.28654,86.9734,-0.0267563,1.47851,0
-0.465083,0.935704,9.40674,87.1792,0.205811,1.2583,0
-0.44233,1.04782,9.27905,87.1423,-0.036911,0.657364,0
-0.673599,1.19497,9.06021,86.9148,-0.227516,0.385292,0
-0.495021,1.1565,9.26304,86.8438,-0.0709686,0.0741959,0
-0.592019,0.995729,9.16694,86.7112,-0.132607,-0.341568,0
-0.689017,1.18808,9.51526,86.9938,0.282608,-0.960045,0
-0.566721,1.09168,9.45389,86.8987,-0.0951462,-1.14565,0
-0.44712,0.969085,9.33489,86.8415,-0.0571823,-0.630356,0
-0.39428,0.892294,9.40255,87.1101,0.268578,-0.877472,0
-0.613275,1.01145,9.02518,86.9348,-0.17527,-1.16217,0
-0.479303,0.965193,9.00123,86.8363,-0.0985413,-1.0806,0
-0.531096,0.956661,9.05168,86.7587,-0.0775833,-0.96669,0
-0.621807,1.0122,9.12293,86.8191,0.0604095,-0.415825,0
-0.73557,0.887954,9.3798,86.9915,0.172417,-0.191612,0
-0.497865,0.965941,9.41752,87.127,0.135513,-0.108421,0
-0.47616,0.862057,9.25585,87.0803,-0.0467606,0.583099,0
-0.442929,0.711171,9.27202,86.8986,-0.181648,1.59103,0
-0.576751,1.06099,9.1352,86.7434,-0.155258,2.90678,0
-0.47122,1.0083,9.22996,86.8972,0.153854,3.01028,0
-0.618963,1.03615,9.13116,86.7377,-0.15947,3.38258,0
-0.531096,1.14048,9.33294,86.9447,0.206993,3.35668,0
-0.55295,0.870141,9.12936,86.4436,-0.501144,3.39034,0
-0.603395,0.991089,9.12428,86.0505,-0.393143,3.15167,0
-0.629291,1.00082,9.25091,85.9691,-0.0813828,2.11403,0
-0.559686,0.863704,9.12128,85.6502,-0.318909,1.80102,0
-0.515528,1.06384,9.31318,85.9802,0.329994,1.72155,0
-0.547861,0.928968,9.27696,86.2952,0.315094,1.53381,0
-0.566572,1.06039,9.19343,86.4724,0.177162,1.28004,0
-0.563279,0.890049,9.24552,86.5943,0.121887,1.13847,0
-0.470621,1.26277,9.10811,86.3108,-0.283524,0.798996,0
-0.416883,1.14662,9.25675,86.1424,-0.168411,1.19685,0
-0.640069,0.967139,9.21618,86.12,-0.0223465,0.498123,0
-0.635279,0.872835,9.1605,86.0205,-0.0995026,-0.252075,0
-0.590073,0.778232,9.16664,86.0249,0.00442505,-1.28283,0
-0.648152,1.05126,9.20137,86.0099,-0.0150299,-1.52753,0
-0.618514,0.904719,9.09973,85.9581,-0.051796,-1.84835,0
-0.675246,0.925974,9.29926,85.9021,-0.0560532,-2.02592,0
-0.396226,0.950523,9.20316,85.9865,0.084404,-1.9329,0
-0.621957,0.86565,9.3771,86.2657,0.279213,-1.51406,0
-0.352816,1.09407,9.18086,86.1802,-0.0854645,-1.01374,0
-0.407153,0.97118,9.26214,86.3452,0.164948,-0.399239,0
-0.446222,1.06459,9.21858,86.2315,-0.113632,-0.295479,0
-0.428559,1.08375,9.01665,85.9461,-0.285439,-0.0446854,0
-0.457898,1.08464,9.18789,85.936,-0.0100708,-0.110817,0
-0.482896,1.26098,9.3527,86.1052,0.169197,-0.341537,0
-0.529299,1.11009,9.17337,86.1608,0.0555954,-0.412643,0
-0.595911,1.20844,9.19089,86.1053,-0.0555038,-1.12124,0
-0.452659,1.08614,9.48847,86.4261,0.320786,-1.15861,0
-0.615969,1.09348,9.26992,86.5777,0.151649,-0.882591,0
-0.69231,1.00127,9.20601,86.656,0.0782089,-1.17017,0
-0.386197,1.1303,9.4503,86.94,0.284027,-0.922798,0
-0.494721,1.10844,9.24448,87.123,0.182976,-0.935036,0
-0.521216,0.926873,9.25436,87.0595,-0.0634842,-0.762245,0
-0.535287,1.13554,9.36228,87.2763,0.21685,-0.82428,0
-0.576751,1.06563,9.40374,87.3283,0.0520248,-0.796936,0
-0.417482,0.933309,9.24882,87.3894,0.0610199,-0.564293,0
-0.40371,1.13374,9.28684,87.4392,0.0498505,-0.588486,0
-0.280367,1.24616,9.22397,87.4641,0.0249023,-0.361771,0
-0.377964,1.12446,9.234,87.7151,0.250992,-0.361099,0
-0.40386,1.08015,9.34836,87.8975,0.182381,0.149979,0
-0.424517,0.951272,9.13655,87.6016,-0.295906,0.0715256,0
-0.438289,1.12581,9.25585,87.6933,0.0916901,0.0292587,0
-0.294887,1.05231,9.39252,87.8886,0.195366,0.0827942,0
-0.63453,1.16712,9.11919,87.4829,-0.405708,-0.0614471,0
-0.486788,1.04333,9.34312,87.5525,0.0695496,-0.299103,0
-0.400417,1.01833,9.3771,87.7334,0.180931,-0.0461426,0
-0.286804,1.08809,9.2346,87.4715,-0.261932,-0.173233,0
-0.380509,1.07836,9.21304,87.4249,-0.0466232,-0.101715,0
-0.505199,1.00711,9.3798,87.5796,0.154762,-0.116165,0
-0.390538,0.87044,9.17457,87.3205,-0.259087,0.368698,0
-0.587229,0.943787,9.32845,87.2178,-0.102684,0.145157,0
-0.448018,0.994382,9.29477,87.2801,0.0622635,0.0785828,0
-0.518971,1.20963,9.12757,87.1146,-0.165543,-0.483017,0
-0.358804,0.813109,9.17158,87.0017,-0.112839,-0.530548,0
-0.357906,0.820743,9.20376,86.929,-0.0726852,-0.212753,0
-0.594414,0.995131,9.2331,86.7961,-0.132996,-0.323166,0
-0.575254,0.839903,9.3075,86.9901,0.194008,-0.212875,0
-0.664618,0.983155,9.31752,87.0584,0.0683899,-0.0741882,0
-0.438738,0.936004,9.32441,86.9709,-0.087532,0.168137,0
-0.454156,1.11653,9.28175,87.1384,0.167465,0.447952,0
-0.493374,1.01534,9.15287,86.9153,-0.223129,0.840668,0
-0.643661,0.784818,9.27801,86.7893,-0.125977,1.22255,0
-0.7215,0.929118,9.33549,86.9137,0.124451,1.60426,0
-0.338147,0.847538,9.31872,87.0064,0.0927124,1.48306,0
-0.542023,0.964145,8.9912,86.5574,-0.449059,1.29753,0
-0.51912,1.06848,9.44266,86.9006,0.343254,0.764938,0
-0.502954,1.01519,9.11724,86.6601,-0.240494,0.662323,0
-0.444126,0.954715,9.07862,86.4069,-0.253265,0.834167,0
-0.581241,1.21203,9.43802,86.7718,0.364883,1.36836,0
-0.677791,0.843346,9.2804,86.9211,0.1493,1.33246,0
-0.600551,1.08659,9.23235,87.0002,0.0791702,0.628433,0
-0.648601,1.00965,9.11829,86.8746,-0.125656,0.227951,0
-0.523911,0.917891,9.21843,86.7765,-0.0980835,0.158966,0
-0.582738,1.05336,9.17352,86.6126,-0.163872,-0.366531,0
-0.673599,0.997226,9.19089,86.4818,-0.130783,-0.808105,0
-0.651894,0.994682,9.1831,86.3656,-0.116249,-1.01987,0
-0.416584,1.01399,9.17203,86.383,0.0174026,-1.57683,0
-0.407902,1.04707,9.24238,86.3563,-0.0267105,-1.81296,0
-0.583786,0.777783,9.22621,86.2021,-0.154144,-2.02293,0
-0.624202,0.973875,9.19762,86.0936,-0.108559,-1.73367,0
-0.557141,1.1785,9.28654,86.4607,0.367126,-1.71826,0
-0.356409,0.8655,9.27352,86.2294,-0.231308,-1.04622,0
-0.471819,0.930615,9.18265,86.292,0.0626373,-1.04529,0
-0.489931,1.03465,9.17188,86.411,0.118988,-1.12917,0
-0.4329,1.08884,9.24882,86.1629,-0.2481,-1.00024,0
-0.36554,1.03764,9.18999,86.061,-0.101898,-0.924164,0
-0.424966,0.998723,9.22606,86.0311,-0.029953,-0.301147,0
-0.584534,1.2011,9.22337,86.173,0.141975,-0.526489,0
-0.538131,1.33313,9.05347,86.044,-0.129021,-0.0997009,0
-0.510289,1.14138,9.15107,86.0254,-0.0185928,0.377014,0
-0.455203,0.898132,9.23939,86.0541,0.028717,0.350189,0
-0.278571,1.22011,9.34447,86.2505,0.19635,0.61676,0
