Counter, Data, Peaks
5454,19407,
5455,4878,
5456,-35527,
5457,-70970,
5458,-81055,
5459,-83238,
5460,-71210,
5461,-50037,
5462,-33598,
5463,-26072,
5464,-23020,
5465,-17289,
5466,-12579,
5467,1034,
5468,12517,
5469,22937,
5470,45701,
5471,75133,75133,
5472,66503,66503,
5473,32078,
5474,8021,
5475,16286,16286,
5476,55467,
5477,67096,
5478,63620,
5479,72984,
5480,79739,
5481,46473,
5482,9811,
5483,-23443,
5484,-28880,
5485,-14651,
5486,4331,
5487,5029,
5488,6947,
5489,4623,
5490,-1311,
5491,-7273,
5492,-9955,
5493,-10943,
5494,-12015,
5495,-17533,
5496,-14107,
5497,-5131,
5498,18913,
5499,19256,
5500,-9727,
5501,-17696,
5502,-28912,
5503,-26161,
5504,14266,
5505,61411,
5506,84035,84035,84035,
5507,54852,
5508,-18593,
5509,-64348,
5510,-70236,
5511,-66791,
5512,-72035,
5513,-57893,
5514,-53260,
5515,-30251,
5516,-21224,
5517,-27392,
5518,-28403,
5519,-12119,
5520,-8367,
5521,-196,
5522,6073,
5523,15077,
5524,17271,
5525,13197,
5526,13391,
5527,22705,
5528,44236,
5529,61136,
5530,34292,
5531,13021,
5532,46515,
5533,64998,
5534,62903,
5535,29168,
5536,-2776,
5537,-27963,
5538,-33294,
5539,-25502,
5540,-7729,
5541,-5591,
5542,-2221,
5543,-7970,
5544,-14702,
5545,-17011,
5546,-21267,
5547,-31104,
5548,-32328,
5549,-28929,
5550,-25610,
5551,-22585,
5552,-13373,
5553,-14256,
5554,-9645,
5555,-5898,
5556,-2247,
5557,5071,
5558,9177,
5559,1404,
5560,-19774,
5561,-50330,
5562,-52774,
5563,-41090,
5564,-54949,
5565,-70773,
5566,-71403,
5567,-62084,
5568,-60446,
5569,-47007,
5570,-32321,
5571,-11477,
5572,-7325,
5573,9184,
5574,12799,
5575,10337,
5576,12251,
5577,12591,
5578,20457,
5579,33168,
5580,40835,
5581,40151,
5582,28913,
5583,12597,
5584,2517,
5585,-319,
5586,-4650,
5587,-7164,
5588,-6869,
5589,-7659,
5590,-10362,
5591,-6922,
5592,-5222,
5593,-3191,
5594,-1615,
5595,1459,
5596,1512,
5597,-1542,
5598,-7272,
5599,-14979,
5600,-14571,
5601,-13527,
5602,-13210,
5603,-4738,
5604,25706,
5605,20979,
5606,-9708,
5607,-1950,
5608,31470,
5609,54154,
5610,53896,
5611,39400,
5612,37885,
5613,35203,
5614,26704,
5615,29809,
5616,26936,
5617,24748,
5618,19380,
5619,9885,
5620,1768,
5621,-5714,
5622,-10136,
5623,-14995,
5624,-19956,
5625,-18282,
5626,-16380,
5627,-13673,
5628,-6255,
5629,2486,
5630,10165,
5631,20479,
5632,36678,
5633,46718,
5634,38495,
5635,17000,
5636,-20318,
5637,-26321,
5638,6035,
5639,16234,
5640,-7561,
5641,-29369,
5642,-37879,
5643,-39120,
5644,-49280,
5645,-50488,
5646,-36181,
5647,-30512,
5648,-24819,
5649,-20332,
5650,-16831,
5651,-8813,
5652,-308,
5653,7379,
5654,12842,
5655,17431,
5656,22030,
5657,23014,
5658,22059,
5659,21442,
5660,21577,
5661,19986,
5662,31515,
5663,42424,
5664,14560,
5665,-26219,
5666,-40217,
5667,-34179,
5668,5432,
5669,45778,
5670,53971,53971,
5671,25423,
5672,5171,
5673,-11951,
5674,-14936,
5675,-2067,
5676,88,
5677,3564,
5678,4437,
5679,3228,
5680,1990,
5681,-2399,
5682,-3350,
5683,-4336,
5684,-8195,
5685,-12596,
5686,-13088,
5687,-11403,
5688,-3694,
5689,13061,
5690,21800,
5691,17515,
5692,8193,
5693,13003,
5694,10485,
5695,23243,
5696,41609,
5697,47249,
5698,34157,
5699,10617,
5700,-39167,
5701,-80814,
5702,-93897,
5703,-74357,
5704,-56160,
5705,-36785,
5706,-19649,
5707,-20093,
5708,-10514,
5709,-5771,
5710,4941,
5711,17881,
5712,23075,
5713,31755,
5714,44046,
5715,61193,
5716,92885,92885,
5717,89442,
5718,41349,
5719,10725,
5720,303,
5721,13027,
5722,27367,
5723,68680,
5724,87824,
5725,59656,
5726,11391,
5727,-36170,
5728,-62616,
5729,-50961,
5730,-21943,
5731,-4152,
5732,7899,
5733,8904,
5734,4122,
5735,1384,
5736,-2870,
5737,-4616,
5738,-10987,
5739,-11662,
5740,-12971,
5741,-13536,
5742,-6524,
5743,5942,
5744,5976,
5745,5383,
5746,22212,
5747,44721,
5748,35876,
5749,31160,
5750,55330,
5751,44023,
5752,20846,
5753,-23090,
5754,-58127,
5755,-99749,
5756,-112098,
5757,-94765,
5758,-66314,
5759,-53496,
5760,-34256,
5761,-18192,
5762,-15223,
5763,-6517,
5764,3674,
5765,13909,
5766,23209,
5767,28405,
5768,32751,
5769,51390,51390,
5770,81884,
5771,94930,
5772,61155,
5773,28924,
5774,10603,
5775,18712,
5776,54027,
5777,63632,
5778,46792,
5779,-21421,
5780,-60985,
5781,-61425,
5782,-60838,
5783,-32819,
5784,-16071,
5785,-11580,
5786,-2270,
5787,-5259,
5788,-13722,
5789,-14355,
5790,-14307,
5791,-13857,
5792,-14459,
5793,-15209,
5794,-16598,
5795,-14421,
5796,-1291,
5797,17867,
5798,14594,
5799,17249,
5800,36883,
5801,67567,
5802,64914,
5803,55008,
5804,56337,
5805,44971,
5806,11711,
5807,-31385,
5808,-78468,
5809,-95183,
5810,-105298,
5811,-79727,
5812,-61970,
5813,-56621,
5814,-38315,
5815,-26687,
5816,-14172,
5817,-328,
5818,7211,
5819,19271,
5820,34231,
5821,45843,
5822,68836,68836,
5823,105833,
5824,105862,
5825,52373,
5826,29501,
5827,31972,
5828,51016,
5829,75389,
5830,81921,
5831,75045,
5832,650,
5833,-39147,
5834,-75101,
5835,-100909,
5836,-79198,
5837,-45098,
5838,-16588,
5839,-3882,
5840,-3375,
5841,-5571,
5842,-7416,
5843,-7632,
5844,-14269,
5845,-12271,
5846,-8007,
5847,-7386,
5848,-8768,
5849,-4636,
5850,6094,
5851,3504,
5852,5461,
5853,22190,
5854,42767,
5855,45983,
5856,47334,
5857,72856,72856,
5858,67620,
5859,11807,
5860,-44154,
5861,-96280,
5862,-107960,
5863,-103593,
5864,-53737,
5865,-64128,
5866,-56790,
5867,-34758,
5868,-25038,
5869,-18351,
5870,-9621,
5871,-1994,
5872,7566,
5873,16106,
5874,25116,
5875,47089,
5876,94655,
5877,103289,
5878,59166,
5879,35514,
5880,45216,
5881,74056,
5882,93980,
5883,96661,
5884,80602,
5885,25747,
5886,-32958,
5887,-84606,
5888,-81828,
5889,-74721,
5890,-50827,
5891,-16098,
5892,-4410,
5893,-13016,
5894,-14579,
5895,-18134,
5896,-17704,
5897,-15030,
5898,-13021,
5899,-12276,
5900,-9462,
5901,9088,
5902,35246,
5903,24767,
5904,10841,
5905,22881,
5906,58156,
5907,64201,64201,
5908,11656,
5909,-18767,
5910,113,
5911,2760,
5912,-21186,
5913,-62305,
5914,-101455,
5915,-109910,
5916,-110824,
5917,-79374,
5918,-60895,
5919,-44779,
5920,-42759,
5921,-17571,
5922,-9827,
5923,2514,
5924,8073,
5925,20973,
5926,43820,
5927,78582,
5928,91313,
5929,56621,
5930,20176,
5931,14967,
5932,58634,
5933,80926,
5934,91394,
5935,82722,
5936,85385,
5937,56913,
5938,-29504,
5939,-43924,
5940,-47853,
5941,-42579,
5942,-21374,
5943,-7576,
5944,-4333,
5945,-8439,
5946,-14567,
5947,-16844,
5948,-14423,
5949,-21512,
5950,-21588,
5951,-22060,
5952,-23934,
5953,-18122,
5954,-7936,
5955,-382,
5956,6078,
5957,22933,
5958,43871,
5959,62935,
5960,64382,64382,
5961,91860,
5962,103682,
5963,63573,
5964,-13995,
5965,-73206,
5966,-116733,
5967,-108218,
5968,-99504,
5969,-89010,
5970,-46833,
5971,-59774,
5972,-43819,
5973,-27989,
5974,-22432,
5975,-10477,
5976,7925,
5977,21266,
5978,39093,
5979,55943,
5980,87011,
5981,103070,
5982,81460,
5983,46922,
5984,23762,
5985,10356,
5986,2998,
5987,4526,
5988,15813,
5989,18038,
5990,-23446,
5991,-86477,
5992,-102754,
5993,-99104,
5994,-79064,
5995,-38891,
5996,-17264,
5997,-1445,
5998,-469,
5999,-564,
6000,-5383,
6001,-3461,
6002,-4956,
6003,-5713,
6004,-8439,
6005,-8147,
6006,-1968,
6007,9157,
6008,3466,
6009,-12132,
6010,-20475,
6011,-13883,
6012,-8968,
6013,279,
6014,4634,
6015,19787,
6016,14649,
6017,-2304,
6018,-15866,
6019,-24878,
6020,-46727,
6021,-68375,
6022,-65092,
6023,-55350,
6024,-50851,
6025,-44039,
6026,-35554,
6027,-24339,
6028,-7055,
6029,5385,
6030,14864,
6031,19857,
6032,27728,
6033,58095,
6034,93706,
6035,70583,
6036,34468,
6037,19107,
6038,29246,
6039,43130,
6040,54043,
6041,65390,
6042,65850,65850,
6043,29910,
6044,-18715,
6045,-52833,
6046,-30441,
6047,-17270,
6048,-3022,
6049,14687,
6050,12750,
6051,3196,
6052,2899,
6053,2662,
6054,478,
6055,-1340,
6056,259,
6057,-2865,
6058,-5153,
6059,-5986,
6060,8018,
6061,16717,
6062,-608,
6063,-12865,
6064,-11064,
6065,-9380,
6066,-5705,
6067,25026,
6068,52993,
6069,57264,
6070,11535,
6071,-36980,
6072,-60842,
6073,-68811,
6074,-70739,
6075,-54800,
6076,-42812,
6077,-27385,
6078,-32477,
6079,-28045,
6080,-12695,
6081,-8366,
6082,952,
6083,6371,
6084,8020,
6085,11961,
6086,28382,
6087,68637,
6088,107976,107976,
6089,84797,
6090,40937,
6091,26419,
6092,28122,
6093,47981,
6094,85474,
6095,105605,
6096,85068,
6097,33832,
6098,-36521,
6099,-39504,
6100,-44997,
6101,-43538,
6102,-21004,
6103,-13090,
6104,-9247,
6105,-11468,
6106,-16997,
6107,-20816,
6108,-18484,
6109,-22943,
6110,-25465,
6111,-24703,
6112,-27405,
6113,-19962,
6114,7849,
6115,39056,
6116,25575,
6117,25415,
6118,42789,
6119,47357,
6120,18242,
6121,29906,
6122,49637,
6123,26720,
6124,-15767,
6125,-66657,
6126,-95896,
6127,-107967,
6128,-98640,
6129,-82696,
6130,-48400,
6131,-50248,
6132,-37438,
6133,-25280,
6134,-16317,
6135,-873,
6136,7868,
6137,16715,
6138,22998,
6139,30276,
6140,33453,
6141,52606,52606,
6142,90392,
6143,95727,
6144,54990,
6145,27285,
6146,1063,
6147,9149,
6148,52124,
6149,61695,
6150,6478,
6151,-51821,
6152,-80401,
6153,-69635,
6154,-51468,
6155,-27710,
6156,-8753,
6157,1518,
6158,96,
6159,-1706,
6160,-2987,
6161,-3661,
6162,-7467,
6163,-10358,
6164,-11611,
6165,-15095,
6166,-19791,
6167,-25831,
6168,-26895,
6169,-19666,
6170,648,
6171,28750,
6172,63335,
6173,64059,
6174,11436,
6175,241,
6176,48463,
6177,76806,76806,
6178,57956,
6179,-12307,
6180,-53292,
6181,-79478,
6182,-64449,
6183,-52606,
6184,-42904,
6185,-42481,
6186,-38960,
6187,-33704,
6188,-34775,
6189,-30727,
6190,-20838,
6191,-7668,
6192,8754,
6193,20267,
6194,29693,
6195,32598,
6196,35375,
6197,38488,
6198,49348,
6199,70444,
6200,75726,
6201,42925,
6202,847,
6203,-37661,
6204,-51044,
6205,-39507,
6206,4674,
6207,10687,
6208,-28012,
6209,-44131,
6210,-45923,
6211,-19216,
6212,-12744,
6213,-2774,
6214,5155,
6215,7545,
6216,12656,
6217,9653,
6218,2240,
6219,3175,
6220,274,
6221,-5058,
6222,-8818,
6223,-15443,
6224,-20097,
6225,-19915,
6226,-6777,
6227,26495,
6228,44781,
6229,45241,45241,
6230,26986,
6231,12351,
6232,28847,
6233,56170,
6234,73325,
6235,47012,
6236,-731,
6237,-47902,
6238,-79459,
6239,-90265,
6240,-61735,
6241,-55828,
6242,-40648,
6243,-31058,
6244,-24752,
6245,-17473,
6246,-10004,
6247,-3083,
6248,4856,
6249,12253,
6250,23537,
6251,27430,
6252,31127,
6253,36660,
6254,41101,
6255,53437,
6256,67535,
6257,60302,
6258,16580,
6259,-30283,
6260,-45766,
6261,-13086,
6262,20287,
6263,41220,
6264,16286,16286,
6265,-12699,
6266,-34182,
6267,-11299,
6268,-6418,
6269,5637,
6270,10714,
6271,13486,
6272,13884,
6273,7784,
6274,1057,
6275,-4196,
6276,-9076,
6277,-15382,
6278,-21409,
6279,-26674,
6280,-30336,
6281,-30854,
6282,-30000,
6283,-18454,
6284,19307,
6285,39509,
6286,36481,
6287,31320,
6288,30943,
6289,65298,
6290,108058,
6291,104648,
6292,45092,
6293,-11944,
6294,-54517,
6295,-98121,
6296,-102654,
6297,-82120,
6298,-61700,
6299,-54744,
6300,-34905,
6301,-27966,
6302,-26440,
6303,-16138,
6304,-5166,
6305,4145,
6306,13424,
6307,15603,
6308,24179,
6309,29782,
6310,31305,
6311,30292,
6312,34689,
6313,55654,
6314,83039,83039,
6315,73782,
6316,14453,
6317,-23225,
6318,-8465,
6319,-659,
6320,-4228,
6321,-28420,
6322,-64510,
6323,-64614,
6324,-23116,
6325,-2956,
6326,4409,
6327,20968,
6328,20780,
6329,18558,
6330,21734,
6331,27382,
6332,18958,
6333,3497,
6334,-11095,
6335,-18360,
6336,-27382,
6337,-32095,
6338,-35161,
6339,-29522,
6340,-30088,
6341,-29570,
6342,-24317,
6343,-20757,
6344,-29033,
6345,-50392,
6346,-74202,
6347,-77016,
6348,-52154,
6349,-29271,
6350,-48914,
6351,-63686,
6352,-77145,
6353,-96050,
6354,-74889,
6355,-57541,
6356,-42489,
6357,-40258,
6358,-29494,
6359,-33052,
6360,-28392,
6361,-17414,
6362,-21715,
6363,-26338,
6364,-5280,
6365,38974,
6366,43730,43730,
6367,28623,
6368,18005,
6369,17963,
6370,28326,
6371,24230,
6372,20895,
6373,12655,
6374,10399,
6375,5805,
6376,12854,
6377,14381,
6378,8291,
6379,4462,
6380,-1242,
6381,-11692,
6382,-9968,
6383,-9836,
6384,-10900,
6385,393,
6386,-1051,
6387,821,
6388,422,
6389,1846,
6390,1998,
6391,4874,
6392,1411,
6393,-5208,
6394,1469,
6395,5212,
6396,-6060,
6397,-35016,
6398,-25554,
6399,-4880,
6400,2999,
6401,5307,
6402,-481,
6403,-1755,
6404,-5030,
6405,5801,
6406,8179,
6407,12922,
6408,454,
6409,-6210,
6410,-12004,
6411,4196,
6412,-265,
6413,-271,
6414,-416,
6415,3358,
6416,6909,
6417,2811,
6418,736,
6419,2405,
6420,7410,
6421,1088,
6422,-3876,
6423,-4806,
6424,-5314,
6425,-6752,
6426,-8271,
6427,-12947,
6428,-7481,
6429,-5260,
6430,2055,
6431,20018,
6432,2704,
6433,-7965,
6434,-15881,
6435,-22093,
6436,-12495,
6437,-10031,
6438,-11021,
6439,-6707,
6440,1290,
6441,6190,
6442,26755,
6443,37904,
6444,56540,
6445,73389,
6446,83527,
6447,64949,
6448,60140,
6449,79896,
6450,86185,86185,
6451,85071,85071,
6452,66117,
6453,55030,
6454,40399,
6455,28129,
6456,24413,
6457,24275,
6458,21738,
6459,22447,
6460,14315,
6461,6576,
6462,3041,
6463,-14007,
6464,12396,
6465,23402,
6466,27309,
6467,36595,
6468,38386,
6469,34419,
6470,28485,
6471,20305,
6472,20708,
6473,21273,
6474,-32,
6475,-23888,
6476,-22404,
6477,-4605,
6478,20572,
6479,9769,
6480,-18171,
6481,-38589,
6482,-23831,
6483,-11293,
6484,-1521,
6485,-3175,
6486,7052,
6487,4863,
6488,1923,
6489,-554,
6490,2549,
6491,5800,
6492,6831,
6493,12473,
6494,10637,
6495,10210,
6496,4286,
6497,-2124,
6498,-3051,
6499,-9982,
6500,-18227,
6501,-23062,
6502,-24466,
6503,-20988,
6504,-14706,
6505,-11746,
6506,965,
6507,13324,
6508,11608,
6509,-25065,
6510,-68045,
6511,-47975,
6512,-25381,
6513,-14350,
6514,-34574,
6515,-41292,
6516,-36742,
6517,-17903,
6518,-24013,
6519,-20041,
6520,-16988,
6521,-16139,
6522,-12376,
6523,-12258,
6524,-10339,
6525,-9743,
6526,-11414,
6527,-14302,
6528,-11978,
6529,-4826,
6530,731,
6531,5412,
6532,5978,
6533,7297,
6534,9970,
6535,9436,
6536,2644,
6537,-2119,
6538,5098,
6539,19393,
6540,30546,30546,
6541,19313,
6542,2626,
6543,4100,
6544,16512,
6545,21549,
6546,29227,
6547,19575,
6548,20758,
6549,8762,
6550,2947,
6551,10346,
6552,17091,
6553,16756,
6554,4836,
6555,-6406,
6556,-13228,
6557,-14480,
6558,-17094,
6559,-17838,
6560,-19590,
6561,-17695,
6562,-15344,
6563,-12381,
6564,-8389,
6565,-3871,
6566,1646,
6567,10485,
6568,18079,
6569,21834,
6570,24370,
6571,32826,
6572,3920,
6573,-15678,
6574,-6873,
6575,-6892,
6576,1488,
6577,-318,
6578,-15365,
6579,-23416,
6580,-37286,
6581,-36127,
6582,-23735,
6583,-24356,
6584,-26052,
6585,-22838,
6586,-13874,
6587,-2708,
6588,2505,
6589,6439,
6590,11562,
6591,18813,
6592,26805,
6593,29798,29798,
6594,28724,
6595,24628,
6596,18117,
6597,10443,
6598,2233,
6599,-11732,
6600,-23776,
6601,-21339,
6602,-24074,
6603,-44249,
6604,-42560,
6605,-19388,
6606,11008,
6607,30814,
6608,33533,
6609,39392,
6610,48763,
6611,35718,
6612,22771,
6613,16638,
6614,28463,
6615,33005,
6616,27686,
6617,22068,
6618,15560,
6619,9440,
6620,5924,
6621,-2592,
6622,-9713,
6623,-18367,
6624,-30140,
6625,-37256,
6626,-40097,
6627,-40123,
6628,-33119,
6629,-27250,
6630,-19326,
6631,-8679,
6632,6978,
6633,15743,
6634,34095,
6635,49374,
6636,46065,
6637,50837,50837,
6638,42222,
6639,21266,
6640,-2593,
6641,-29841,
6642,-52847,
6643,-47416,
6644,-29337,
6645,-20477,
6646,-28301,
6647,-30377,
6648,-26647,
6649,-19543,
6650,-14548,
6651,-8007,
6652,450,
6653,10362,
6654,19783,
6655,27507,
6656,32945,
6657,36782,
6658,37733,
6659,39418,
6660,35296,
6661,28785,
6662,22606,
6663,24841,
6664,36890,
6665,42412,
6666,-4461,
6667,-68067,
6668,-75467,
6669,-68386,
6670,-52526,
6671,-18472,
6672,-4435,
6673,-10771,
6674,-3440,
6675,5521,
6676,6100,
6677,6887,
6678,8106,
6679,10907,
6680,14512,14512,
6681,12006,
6682,9765,
6683,7844,
6684,1832,
6685,-3363,
6686,-11261,
6687,-18349,
6688,-22191,
6689,-25130,
6690,-24640,
6691,-18662,
6692,6120,
6693,46005,
6694,53300,
6695,27966,
6696,2286,
6697,-9059,
6698,11155,
6699,54250,
6700,57349,
6701,40211,
6702,-106,
6703,-36713,
6704,-53129,
6705,-46509,
6706,-39077,
6707,-34943,
6708,-25384,
6709,-15713,
6710,-15842,
6711,-16053,
6712,-15061,
6713,-10455,
6714,-3692,
6715,2689,
6716,7053,
6717,7782,
6718,10009,
6719,14688,
6720,19132,
6721,25198,
6722,43703,
6723,68867,68867,
6724,67900,
6725,7314,
6726,-27067,
6727,-17326,
6728,6700,
6729,18612,
6730,19945,
6731,-16634,
6732,14299,
6733,1879,
6734,-1873,
6735,1376,
6736,9352,
6737,12720,
6738,14433,
6739,17680,
6740,10152,
6741,3130,
6742,2653,
6743,647,
6744,-2855,
6745,-6804,
6746,-12374,
6747,-20389,
6748,-21401,
6749,-18360,
6750,-6307,
6751,17946,
6752,28586,
6753,14358,
6754,-9658,
6755,-29264,
6756,-33522,
6757,2813,
6758,20378,
6759,14899,
6760,-22387,
6761,-57933,
6762,-75912,
6763,-55127,
6764,-78663,
6765,-49384,
6766,-26516,
6767,-23933,
6768,-20638,
6769,-8539,
6770,-3087,
6771,2567,
6772,16096,
6773,24205,
6774,27791,
6775,30136,
6776,34894,34894,
6777,34555,
6778,41208,
6779,73297,
6780,87860,
6781,55596,
6782,14155,
6783,-20217,
6784,-32703,
6785,-18233,
6786,3744,
6787,21104,
6788,19830,
6789,-9444,
6790,-12804,
6791,-9843,
6792,-7984,
6793,22287,
6794,29518,
6795,29408,
6796,31184,
6797,22867,
6798,15945,
6799,6418,
6800,-2679,
6801,-13686,
6802,-18153,
6803,-21678,
6804,-27616,
6805,-32251,
6806,-27433,
6807,-4914,
6808,15594,
6809,9698,
6810,-4597,
6811,-34382,
6812,-43314,
6813,10588,
6814,60767,
6815,66433,66433,
6816,54309,
6817,27179,
6818,-7698,
6819,-53146,
6820,-75214,
6821,-61654,
6822,-52090,
6823,-37477,
6824,-20106,
6825,-36604,
6826,-36133,
6827,-27863,
6828,-21721,
6829,-9195,
6830,3260,
6831,14606,
6832,22622,
6833,27298,
6834,30486,
6835,24736,
6836,19743,
6837,33423,
6838,44363,
6839,21708,
6840,-16852,
6841,-13153,
6842,10126,
6843,34554,
6844,41127,
6845,29406,
6846,4531,
6847,-1716,
6848,-16296,
6849,-435,
6850,4663,
6851,12487,
6852,24044,
6853,23138,
6854,19361,
6855,10690,
6856,-1307,
6857,-5969,
6858,-3922,
6859,-10734,
6860,-18359,
6861,-24721,
6862,-34995,
6863,-36666,
6864,-32515,
6865,-13319,
6866,20005,
6867,26303,26303,
6868,7363,
6869,-4276,
6870,-3530,
6871,30704,
6872,83382,
6873,77471,
6874,34795,
6875,-11720,
6876,-41224,
6877,-63206,
6878,-65908,
6879,-64750,
6880,-47268,
6881,-48055,
6882,-39313,
6883,-34429,
6884,-38254,
6885,-33958,
6886,-24392,
6887,-13880,
6888,2375,
6889,12841,
6890,15551,
6891,22485,
6892,30190,
6893,37108,
6894,39609,
6895,35817,
6896,27692,
6897,18115,
6898,4619,
6899,14706,
6900,31832,
6901,5683,
6902,-27123,
6903,-60690,
6904,-80273,
6905,-37272,
6906,14319,
6907,38491,
6908,38527,38527,
6909,29237,
6910,26202,
6911,31564,
6912,21930,
6913,25245,
6914,22576,
6915,19584,
6916,14004,
6917,6656,
6918,-672,
6919,-10059,
6920,-19890,
6921,-27722,
6922,-32263,
6923,-36170,
6924,-37506,
6925,-40105,
6926,-29824,
6927,-3501,
6928,25895,
6929,25885,
6930,-2592,
6931,-13153,
6932,327,
6933,33433,
6934,63469,
6935,57058,
6936,20906,
6937,-23974,
6938,-66116,
6939,-73533,
6940,-64133,
6941,-48825,
6942,-45219,
6943,-40455,
6944,-22701,
6945,-22539,
6946,-17898,
6947,-8873,
6948,-3311,
6949,7997,
6950,14536,
6951,17386,
6952,21659,
6953,28654,
6954,38804,
6955,55102,
6956,80813,
6957,96546,96546,
6958,58486,
6959,1378,
6960,-31603,
6961,-16125,
6962,17685,
6963,34066,
6964,28026,
6965,23815,
6966,-9782,
6967,-15742,
6968,-8461,
6969,-4197,
6970,16427,
6971,13412,
6972,9843,
6973,5053,
6974,5819,
6975,2281,
6976,-1366,
6977,-4456,
6978,-7405,
6979,-12945,
6980,-16771,
6981,-18005,
6982,-17547,
6983,-11009,
6984,15348,
6985,41940,
6986,28986,
6987,-2234,
6988,-32005,
6989,-42192,
6990,10783,
6991,60406,
6992,58454,58454,
6993,18605,
6994,-23487,
6995,-54432,
6996,-58239,
6997,-76349,
6998,-58612,
6999,-49134,
7000,-40078,
7001,-32356,
7002,-33155,
7003,-23837,
7004,-10518,
7005,957,
7006,8424,
7007,12359,
7008,16617,
7009,23493,
7010,29009,
7011,34678,
7012,37169,
7013,41803,
7014,62288,
7015,56923,
7016,-296,
7017,-46984,
7018,-28657,
7019,26265,
7020,54081,
7021,51035,
7022,24905,
7023,-7835,
7024,-3285,
7025,-3783,
7026,-11477,
7027,-963,
7028,-1824,
7029,1649,
7030,-1781,
7031,-3989,
7032,-3737,
7033,-4883,
7034,-5514,
7035,-7578,
7036,-15432,
7037,-21478,
7038,-24071,
7039,-28416,
7040,-31994,
7041,-34265,
7042,-28183,
7043,-20872,
7044,-22412,
7045,-22280,
7046,-36291,
7047,-31553,
7048,3676,
7049,13353,
7050,-8699,
7051,-55753,
7052,-88247,
7053,-100055,
7054,-102920,
7055,-86615,
7056,-83774,
7057,-67258,
7058,-40988,
7059,-39047,
7060,-35732,
7061,-25787,
7062,-19446,
7063,-14815,
7064,-12697,
7065,-11736,
7066,-12406,
7067,-8404,
7068,-7989,
7069,-6967,
7070,-7218,
7071,-5090,
7072,-4451,
7073,-4332,
7074,-5348,
7075,-15686,
7076,-18942,
7077,-18577,
7078,-14103,
7079,-16729,
7080,-30409,
7081,-37115,
7082,-38098,
7083,-31159,
7084,-29457,
7085,-18494,
7086,-3942,
7087,-13797,
7088,-11915,
7089,-9711,
7090,-12097,
7091,-12994,
7092,-11992,
7093,-7479,
7094,-8047,
7095,-10126,
7096,-13283,
7097,-13349,
7098,-12517,
7099,-15050,
7100,-11146,
7101,-9910,
7102,-9539,
7103,-8786,
7104,-8916,
7105,-9913,
7106,-15970,
7107,-16231,
7108,-13483,
7109,-20157,
7110,-33248,
7111,-35460,
7112,-26978,
7113,-15498,
7114,-6190,
7115,-5391,
7116,416,
7117,-2390,
7118,-10961,
7119,834,
7120,3419,
7121,2472,
7122,1792,
7123,94,
7124,-1955,
7125,-4101,
7126,-2240,
7127,-5645,
7128,-3091,
7129,-935,
7130,706,
7131,-228,
7132,499,
7133,1187,
7134,1255,
7135,-934,
7136,-56,
7137,-316,
7138,-1766,
7139,-2235,
7140,-2708,
7141,-3251,
7142,-1971,
7143,-2158,
7144,-3005,
7145,-1296,
7146,-1767,
7147,-2249,
7148,-227,
7149,3370,
7150,9355,
7151,4854,
7152,-42,
7153,423,
7154,2207,
7155,2433,
7156,1700,
7157,1717,
7158,80,
7159,24238,
7160,45000,
7161,45755,
7162,67888,
7163,148023,
7164,181153,
7165,175605,
7166,172408,
7167,154572,
7168,127087,
7169,97151,
7170,83802,
7171,72061,
7172,52468,
7173,47774,
7174,38070,
7175,34629,
7176,30846,
7177,30354,
7178,32209,
7179,33497,
7180,31280,
7181,27411,
7182,24051,
7183,26723,
7184,26495,
7185,23572,
7186,23561,
7187,27592,
7188,34242,
7189,36257,
7190,47888,
7191,53134,
7192,33804,
7193,17533,
7194,-16015,
7195,-95453,
7196,-116587,
7197,-98126,
7198,-84543,
7199,-74601,
7200,-53127,
7201,-36811,
7202,-34774,
7203,-31151,
7204,-17495,
7205,-14122,
7206,-8046,
7207,-7872,
7208,-4513,
7209,-3522,
7210,-3895,
7211,-3023,
7212,-1271,
7213,4265,
7214,6812,
7215,12294,
7216,20107,
7217,27964,27964,
7218,26926,
7219,26459,
7220,19328,
7221,19388,
7222,12887,
7223,-11860,
7224,-19042,
7225,-20086,
7226,-17430,
7227,-1679,
7228,15046,
7229,24085,
7230,30853,
7231,36830,
7232,21934,
7233,16056,
7234,16727,
7235,21112,
7236,27528,
7237,33310,
7238,31380,
7239,28524,
7240,23983,
7241,16162,
7242,11070,
7243,-558,
7244,-9416,
7245,-17542,
7246,-25026,
7247,-28776,
7248,-29484,
7249,-25777,
7250,-19640,
7251,-14379,
7252,-3933,
7253,-833,
7254,3953,
7255,21750,
7256,46072,
7257,66672,
7258,72055,72055,
7259,35570,
7260,-4559,
7261,-42941,
7262,-74660,
7263,-73148,
7264,-52609,
7265,-38705,
7266,-32795,
7267,-31275,
7268,-30129,
7269,-34515,
7270,-26567,
7271,-18050,
7272,-7391,
7273,5994,
7274,15539,
7275,32854,
7276,48524,
7277,62768,
7278,79987,
7279,69135,
7280,29272,
7281,2472,
7282,13883,
7283,41913,
7284,57208,
7285,62957,
7286,54130,
7287,6689,
7288,-23899,
7289,-43575,
7290,-51557,
7291,-39122,
7292,-33384,
7293,-21720,
7294,-10542,
7295,-16624,
7296,-19787,
7297,-17116,
7298,-15490,
7299,-13246,
7300,-12867,
7301,-10135,
7302,-6090,
7303,7468,
7304,19553,
7305,14951,
7306,23234,
