Counter, Data, Peaks
9848,112751,
9849,136800,
9850,181785,
9851,131328,
9852,54445,
9853,-15830,
9854,-52061,
9855,-48334,
9856,-60575,
9857,-87803,
9858,-93180,
9859,-73077,
9860,-53086,
9861,-36683,
9862,-15736,
9863,-7747,
9864,-3619,
9865,751,
9866,4193,
9867,3957,
9868,3090,
9869,3458,
9870,6507,
9871,14484,
9872,44539,
9873,83207,83207,
9874,79120,
9875,67425,
9876,59578,
9877,24378,
9878,-13688,
9879,-37436,
9880,-66661,
9881,-102811,
9882,-159142,
9883,-122865,
9884,-73653,
9885,-53114,
9886,-43015,
9887,-39075,
9888,-21428,
9889,-11946,
9890,-3006,
9891,7097,
9892,10809,
9893,11767,
9894,10478,
9895,10715,
9896,15327,
9897,21641,
9898,32096,
9899,64925,
9900,102936,
9901,107427,
9902,108811,
9903,110286,
9904,87593,
9905,56060,
9906,18212,
9907,-15835,
9908,-47891,
9909,-54665,
9910,-86401,
9911,-96985,
9912,-39758,
9913,-32243,
9914,-23122,
9915,-13723,
9916,-9415,
9917,-4370,
9918,157,
9919,3814,
9920,1571,
9921,1909,
9922,2018,
9923,492,
9924,9271,
9925,33177,
9926,49418,49418,
9927,54234,
9928,55402,
9929,68723,
9930,93737,
9931,47616,
9932,-29637,
9933,-77103,
9934,-103231,
9935,-116007,
9936,-122723,
9937,-133170,
9938,-98344,
9939,-60104,
9940,-31290,
9941,-18013,
9942,-12181,
9943,-4895,
9944,2807,
9945,13330,
9946,26377,
9947,54406,
9948,107271,
9949,138825,
9950,140772,
9951,136103,
9952,132688,
9953,122870,
9954,104242,
9955,70687,
9956,30000,
9957,-16623,
9958,-44862,
9959,-61279,
9960,-71671,
9961,-94715,
9962,-133985,
9963,-122095,
9964,-80401,
9965,-35519,
9966,-8810,
9967,965,
9968,6222,
9969,18536,
9970,38829,38829,
9971,65187,
9972,87309,87309,
9973,77281,
9974,57607,
9975,63620,
9976,53698,
9977,43596,
9978,30043,
9979,-3248,
9980,-59652,
9981,-102873,
9982,-119909,
9983,-124384,
9984,-124577,
9985,-120879,
9986,-104500,
9987,-71602,
9988,-37581,
9989,-12174,
9990,1432,
9991,14250,
9992,22476,
9993,27834,
9994,33314,
9995,37741,
9996,38411,
9997,37407,
9998,32700,
9999,30845,
10000,44300,
10001,45394,
10002,1451,
10003,-46688,
10004,-73821,
10005,-48943,
10006,-8054,
10007,2226,
10008,12954,
10009,4517,
10010,-4765,
10011,-2674,
10012,1201,
10013,6662,
10014,17350,
10015,22095,
10016,23606,
10017,24306,24306,
10018,21105,
10019,12565,
10020,5766,
10021,-1468,
10022,-5614,
10023,-10208,
10024,-14034,
10025,-14207,
10026,-11088,
10027,-10481,
10028,-5897,
10029,10499,
10030,34925,
10031,17988,
10032,-27305,
10033,-50792,
10034,-16865,
10035,29639,
10036,49545,
10037,44270,
10038,5549,
10039,-31045,
10040,-49682,
10041,-44813,
10042,-34239,
10043,-33283,
10044,-34193,
10045,-30368,
10046,-28110,
10047,-30235,
10048,-32089,
10049,-32394,
10050,-29500,
10051,-23929,
10052,-19725,
10053,-9595,
10054,3952,
10055,19423,
10056,27312,
10057,33115,
10058,44611,
10059,85048,
10060,92575,
10061,57909,
10062,64845,
10063,130747,
10064,135540,135540,
10065,79643,
10066,26287,
10067,-12226,
10068,-39568,
10069,-59331,
10070,-44878,
10071,-32179,
10072,-23888,
10073,-19193,
10074,-19420,
10075,-18857,
10076,-17793,
10077,-18360,
10078,-13111,
10079,-5589,
10080,1433,
10081,6558,
10082,10817,
10083,29947,
10084,79612,
10085,118053,
10086,106148,
10087,86385,
10088,58774,
10089,49287,
10090,14450,
10091,-55716,
10092,-90043,
10093,-86440,
10094,-127390,
10095,-187325,
10096,-169826,
10097,-102283,
10098,-54643,
10099,-35133,
10100,-20485,
10101,-11488,
10102,-9820,
10103,-5663,
10104,1556,
10105,11762,
10106,24575,
10107,41468,
10108,85834,
10109,161979,
10110,139646,
10111,111492,
10112,114636,
10113,160162,
10114,164144,164144,
10115,102082,
10116,4195,
10117,-74920,
10118,-100000,
10119,-99747,
10120,-87770,
10121,-91179,
10122,-75569,
10123,-52872,
10124,-34212,
10125,-20403,
10126,-9489,
10127,-443,
10128,7504,
10129,6081,
10130,1805,
10131,1640,
10132,4446,
10133,8449,
10134,9386,
10135,16763,
10136,46235,
10137,68601,
10138,55568,
10139,34045,
10140,17276,
10141,5938,
10142,11013,
10143,-26543,
10144,-75184,
10145,-141878,
10146,-149607,
10147,-112156,
10148,-71230,
10149,-42837,
10150,-23352,
10151,-19040,
10152,-11384,
10153,-4713,
10154,-1724,
10155,1371,
10156,4930,
10157,9249,
10158,14683,
10159,22761,
10160,30988,
10161,45430,
10162,78000,
10163,111445,
10164,98048,
10165,87946,
10166,126769,126769,
10167,98201,
10168,61741,
10169,15323,
10170,-16284,
10171,-31818,
10172,-77515,
10173,-153788,
10174,-146382,
10175,-86748,
10176,-45039,
10177,-26736,
10178,-25584,
10179,-19053,
10180,-13755,
10181,-6075,
10182,-1874,
10183,-613,
10184,741,
10185,3625,
10186,7934,
10187,15407,
10188,34111,
10189,68491,
10190,82192,
10191,70576,
10192,60501,
10193,57375,
10194,52145,
10195,-2214,
10196,-24379,
10197,-58742,
10198,-120104,
10199,-104527,
10200,-102292,
10201,-89106,
10202,-56932,
10203,-31739,
10204,-9620,
10205,4682,
10206,9080,
10207,5638,
10208,2439,
10209,2094,
10210,3788,
10211,5525,
10212,8785,
10213,24737,
10214,92716,
10215,180662,180662,
10216,129891,
10217,102590,
10218,107579,
10219,110113,
10220,84590,
10221,17040,
10222,-40066,
10223,-61427,
10224,-74119,
10225,-92282,
10226,-122637,
10227,-106192,
10228,-74844,
10229,-34251,
10230,-12082,
10231,-6305,
10232,-3656,
10233,-2457,
10234,-934,
10235,-2093,
10236,-5439,
10237,-7690,
10238,-7704,
10239,-2404,
10240,13668,
10241,50084,
10242,98838,
10243,99170,
10244,68769,
10245,33502,
10246,-9257,
10247,-59709,
10248,-17060,
10249,-40767,
10250,-86114,
10251,-109190,
10252,-107776,
10253,-80294,
10254,-46881,
10255,-28089,
10256,-20155,
10257,-12338,
10258,-9325,
10259,-9109,
10260,-7204,
10261,-3127,
10262,-1419,
10263,1361,
10264,5954,
10265,15093,
10266,18672,
10267,39454,
10268,96789,96789,
10269,133011,
10270,134632,
10271,139584,
10272,133461,
10273,83033,
10274,-2259,
10275,-39793,
10276,-40655,
10277,-39367,
10278,-72655,
10279,-115103,
10280,-112108,
10281,-68115,
10282,-33723,
10283,-20020,
10284,-16889,
10285,-14405,
10286,-10117,
10287,-5749,
10288,-1640,
10289,206,
10290,3917,
10291,6637,
10292,13692,
10293,48317,
10294,104606,
10295,110460,
10296,109313,
10297,92890,
10298,74763,
10299,63976,
10300,-13516,
10301,-80506,
10302,-99991,
10303,-120254,
10304,-135382,
10305,-122484,
10306,-93497,
10307,-62662,
10308,-36971,
10309,-21477,
10310,-12392,
10311,-6826,
10312,-2382,
10313,2893,
10314,9290,
10315,14778,
10316,20859,
10317,32386,
10318,76193,
10319,142119,
10320,171868,171868,
10321,154351,
10322,144413,
10323,118238,
10324,110113,
10325,57017,
10326,-36857,
10327,-75018,
10328,-96018,
10329,-101045,
10330,-94704,
10331,-107575,
10332,-89161,
10333,-58664,
10334,-39481,
10335,-23823,
10336,-12657,
10337,-6050,
10338,1503,
10339,5210,
10340,6247,
10341,8087,
10342,9452,
10343,9926,
10344,13225,
10345,32368,
10346,78336,
10347,102036,
10348,85830,
10349,74392,
10350,60473,
10351,12309,
10352,-43798,
10353,-92228,
10354,-118376,
10355,-104566,
10356,-109585,
10357,-97408,
10358,-63491,
10359,-37045,
10360,-19649,
10361,-2293,
10362,7298,
10363,8760,
10364,9710,
10365,10239,
10366,9168,
10367,8439,
10368,14234,
10369,18888,
10370,25172,
10371,30232,
10372,37467,
10373,63949,63949,
10374,93342,
10375,96918,
10376,82493,
10377,58772,
10378,7934,
10379,-31159,
10380,-35019,
10381,-56122,
10382,-106897,
10383,-137614,
10384,-121344,
10385,-60068,
10386,-26568,
10387,-14808,
10388,-10031,
10389,-5151,
10390,-3388,
10391,4931,
10392,11090,
10393,10683,
10394,4801,
10395,2125,
10396,5751,
10397,9295,
10398,11676,
10399,9727,
10400,3167,
10401,22611,
10402,85530,
10403,110036,
10404,55400,
10405,12153,
10406,-29934,
10407,-33365,
10408,-13610,
10409,-30128,
10410,-50577,
10411,-59688,
10412,-55439,
10413,-40150,
10414,-23638,
10415,-9538,
10416,1807,
10417,6510,
10418,10353,
10419,11930,
10420,15712,
10421,18112,
10422,20529,
10423,16513,
10424,15424,
10425,12550,
10426,20597,20597,
10427,40568,
10428,64232,
10429,73507,
10430,42991,
10431,16583,
10432,17197,
10433,14123,
10434,-42856,
10435,-73912,
10436,-30553,
10437,-24292,
10438,-28634,
10439,-40339,
10440,-53237,
10441,-38579,
10442,-25046,
10443,-6262,
10444,1060,
10445,833,
10446,1427,
10447,-1750,
10448,-5971,
10449,-6362,
10450,-5631,
10451,68,
10452,5284,
10453,9637,
10454,16403,
10455,27844,
10456,55749,
10457,94002,
10458,54850,
10459,8949,
10460,-34667,
10461,-26178,
10462,22178,
10463,43008,43008,
10464,23727,
10465,-16739,
10466,-52672,
10467,-62387,
10468,-61371,
10469,-56172,
10470,-44062,
10471,-35331,
10472,-30452,
10473,-24855,
10474,-15354,
10475,-7803,
10476,3976,
10477,15888,
10478,24288,
10479,31355,
10480,41683,
10481,39884,
10482,47928,
10483,67821,
10484,88328,
10485,51070,
10486,-1519,
10487,-20981,
10488,-16617,
10489,-23952,
10490,6231,
10491,40490,
10492,27541,
10493,9629,
10494,-38328,
10495,-42615,
10496,-31694,
10497,-19909,
10498,10,
10499,10552,
10500,9541,
10501,13127,
10502,13109,
10503,11513,
10504,10526,
10505,7888,
10506,4360,
10507,-1048,
10508,-4311,
10509,4060,
10510,22503,
10511,20632,
10512,8692,
10513,33355,
10514,46214,46214,
10515,38687,
10516,6631,
10517,2588,
10518,15086,
10519,5235,
10520,-43462,
10521,-81474,
10522,-79512,
10523,-87123,
10524,-60391,
10525,-66493,
10526,-38975,
10527,-26806,
10528,-16887,
10529,-7254,
10530,39,
10531,8850,
10532,22806,
10533,30885,
10534,36142,
10535,47943,
10536,69336,
10537,90236,
10538,56540,
10539,21396,
10540,21395,
10541,33221,
10542,24958,
10543,40013,
10544,35293,
10545,-1948,
10546,-36051,
10547,-75446,
10548,-68555,
10549,-54406,
10550,-21719,
10551,-13688,
10552,-1443,
10553,4959,
10554,893,
10555,3348,
10556,5302,
10557,7060,
10558,5461,
10559,2380,
10560,451,
10561,2195,
10562,16346,
10563,32824,32824,
10564,14436,
10565,-1257,
10566,11630,
10567,27432,
10568,18545,
10569,-12612,
10570,3842,
10571,17225,
10572,-5934,
10573,-41948,
10574,-64218,
10575,-85233,
10576,-78229,
10577,-64290,
10578,-51512,
10579,-29835,
10580,-32370,
10581,-11370,
10582,-9791,
10583,3099,
10584,7370,
10585,14313,
10586,25475,
10587,28988,
10588,34376,
10589,50052,
10590,70506,
10591,80009,
10592,37985,
10593,2989,
10594,-15231,
10595,-13717,
10596,15783,
10597,35357,
10598,17181,
10599,-11940,
10600,-37326,
10601,-30123,
10602,-15932,
10603,-6764,
10604,7743,
10605,17321,17321,
10606,14314,
10607,10878,
10608,8460,
10609,3276,
10610,786,
10611,-2789,
10612,-7536,
10613,-9799,
10614,-13039,
10615,-17141,
10616,-15360,
10617,-7759,
10618,10098,
10619,12820,
10620,-5256,
10621,-17046,
10622,-23287,
10623,-2658,
10624,54348,
10625,79100,
10626,66064,
10627,7413,
10628,-27890,
10629,-50186,
10630,-55364,
10631,-52882,
10632,-40768,
10633,-38779,
10634,-38992,
10635,-29186,
10636,-26982,
10637,-23964,
10638,-12630,
10639,-1873,
10640,6108,
10641,12249,
10642,13201,
10643,18218,
10644,24931,
10645,26589,
10646,35104,
10647,52269,
10648,57035,57035,
10649,26653,
10650,-15972,
10651,-23342,
10652,17802,
10653,33274,
10654,36730,
10655,629,
10656,-25815,
10657,-32530,
10658,-36258,
10659,-10682,
10660,3063,
10661,6642,
10662,10589,
10663,10082,
10664,4369,
10665,2298,
10666,3488,
10667,4135,
10668,1830,
10669,-4020,
10670,-7546,
10671,-12479,
10672,-16182,
10673,-8270,
10674,13140,
10675,39355,
10676,39551,
10677,29329,
10678,30402,
10679,21845,
10680,19110,
10681,47877,
10682,49077,
10683,24830,
10684,-22187,
10685,-52611,
10686,-73861,
10687,-69362,
10688,-59325,
10689,-51574,
10690,-38850,
10691,-34272,
10692,-31014,
10693,-18999,
10694,-11643,
10695,-6779,
10696,1390,
10697,10437,
10698,14580,
10699,17071,
10700,23123,
10701,35400,35400,
10702,59380,
10703,63187,
10704,33410,
10705,6796,
10706,-5160,
10707,-4993,
10708,15767,
10709,41789,
10710,34396,
10711,11938,
10712,-16316,
10713,-38514,
10714,-33588,
10715,-14925,
10716,-1964,
10717,7368,
10718,7461,
10719,5947,
10720,1742,
10721,-3277,
10722,-4000,
10723,-4375,
10724,-8524,
10725,-15561,
10726,-15006,
10727,-14247,
10728,-6078,
10729,11606,
10730,27885,
10731,39283,
10732,42604,
10733,53187,
10734,51073,
10735,63581,
10736,91055,91055,
10737,70519,
10738,25231,
10739,-24262,
10740,-59514,
10741,-84365,
10742,-91812,
10743,-81107,
10744,-64112,
10745,-57697,
10746,-43849,
10747,-38253,
10748,-28333,
10749,-23632,
10750,-11408,
10751,-267,
10752,12866,
10753,24242,
10754,30882,
10755,39213,
10756,54258,
10757,79211,
10758,89242,
10759,58750,
10760,17355,
10761,-19024,
10762,-24876,
10763,-16632,
10764,-4393,
10765,-18241,
10766,-38852,
10767,-62220,
10768,-74690,
10769,-48989,
10770,-21484,
10771,-5615,
10772,1348,
10773,3774,
10774,4211,
10775,3887,
10776,3747,
10777,6374,
10778,5751,
10779,6907,
10780,3097,
10781,-2124,
10782,-7740,
10783,-2765,
10784,14484,
10785,35954,35954,
10786,24054,
10787,10218,
10788,-3528,
10789,-3134,
10790,9493,
10791,38360,
10792,51317,
10793,38954,
10794,1370,
10795,-29765,
10796,-54242,
10797,-65016,
10798,-63548,
10799,-53967,
10800,-41232,
10801,-28887,
10802,-24845,
10803,-20864,
10804,-15090,
10805,-5588,
10806,3994,
10807,12429,
10808,21167,
10809,26834,
10810,32776,
10811,50537,
10812,76551,
10813,66887,
10814,28944,
10815,-420,
10816,-15644,
10817,-18262,
10818,8982,
10819,38939,
10820,45949,45949,
10821,22554,
10822,-19945,
10823,-40296,
10824,-23312,
10825,-16609,
10826,5150,
10827,20669,
10828,21023,
10829,25440,
10830,15557,
10831,6013,
10832,-2329,
10833,-8194,
10834,-5532,
10835,-6329,
10836,-8447,
10837,-9257,
10838,-3144,
10839,3853,
10840,-1063,
10841,7109,
10842,18920,
10843,36074,
10844,29503,
10845,32806,
10846,51401,
10847,52037,
10848,13351,
10849,-19650,
10850,-45422,
10851,-68563,
10852,-78132,
10853,-82441,
10854,-64066,
10855,-46113,
10856,-42543,
10857,-22155,
10858,-16239,
10859,-20368,
10860,-11757,
10861,-8409,
10862,-609,
10863,4398,
10864,25787,
10865,54126,
10866,59416,
10867,33649,
10868,21065,
10869,29694,
10870,48395,
10871,53521,
10872,69834,69834,
10873,57457,
10874,32002,
10875,-13494,
10876,-48109,
10877,-48162,
10878,-40488,
10879,-26892,
10880,-7426,
10881,-1830,
10882,556,
10883,-977,
10884,-3285,
10885,-3334,
10886,-8080,
10887,-10726,
10888,-11957,
10889,-8505,
10890,-3661,
10891,11851,
10892,21253,
10893,13930,
10894,13637,
10895,34264,
10896,46229,
10897,39487,
10898,35293,
10899,43903,
10900,28409,
10901,1184,
10902,-40005,
10903,-63594,
10904,-82392,
10905,-83897,
10906,-74874,
10907,-63598,
10908,-45849,
10909,-35628,
10910,-24377,
10911,-18755,
10912,-10106,
10913,-4767,
10914,1943,
10915,7947,
10916,21385,
10917,44316,
10918,67467,
10919,71095,71095,
10920,38514,
10921,12947,
10922,11653,
10923,20302,
10924,35136,
10925,50600,
10926,63725,
10927,38274,
10928,-9586,
10929,-21743,
10930,-50132,
10931,-31361,
10932,-13209,
10933,-9317,
10934,-1145,
10935,5237,
10936,4517,
10937,-131,
10938,-4671,
10939,-12075,
10940,-17802,
10941,-20194,
10942,-22310,
10943,-21937,
10944,-14777,
10945,-3597,
10946,9605,
10947,17720,
10948,18879,
10949,22773,
10950,40210,
10951,55704,
10952,75777,
10953,71940,
10954,32422,
10955,-7589,
10956,-52760,
10957,-70844,
10958,-87707,
10959,-86096,
10960,-64898,
10961,-70296,
10962,-40852,
10963,-37194,
10964,-24074,
10965,-11802,
10966,-2415,
10967,1763,
10968,6194,
10969,10332,
10970,13956,
10971,21390,
10972,35038,35038,
10973,38809,
10974,38702,
10975,34365,
10976,23766,
10977,17367,
10978,21048,
10979,43030,
10980,48198,
10981,16722,
10982,-37047,
10983,-68958,
10984,-79229,
10985,-47056,
10986,-16897,
10987,-12770,
10988,4385,
10989,4222,
10990,-128,
10991,-3023,
10992,-3091,
10993,-2589,
10994,-8901,
10995,-14757,
10996,-16985,
10997,-14741,
10998,-12432,
10999,5248,
11000,28065,
11001,24130,
11002,11234,
11003,17088,
11004,35496,
11005,63154,
11006,71443,
11007,59991,59991,
11008,32612,
11009,4775,
11010,-29111,
11011,-70204,
11012,-86066,
11013,-75381,
11014,-62592,
11015,-48210,
11016,-26157,
11017,-34148,
11018,-28843,
11019,-15220,
11020,-10405,
11021,-875,
11022,11962,
11023,20510,
11024,20063,
11025,20706,
11026,35003,
11027,56311,
11028,63252,
11029,46055,
11030,20598,
11031,6733,
11032,9020,
11033,36316,
11034,63914,
11035,57926,
11036,23496,
11037,-34418,
11038,-35791,
11039,-39677,
11040,-17520,
11041,-7359,
11042,1164,
11043,2579,
11044,-2166,
11045,-9081,
11046,-6524,
11047,-8655,
11048,-10299,
11049,-9170,
11050,-10938,
11051,-14911,
11052,-12831,
11053,2282,
11054,20886,
11055,25471,
11056,22379,
11057,18929,
11058,28443,
11059,38317,
11060,41092,41092,
11061,44756,
11062,39986,
11063,5442,
11064,-36425,
11065,-65589,
11066,-82422,
11067,-83892,
11068,-81311,
11069,-53701,
11070,-60587,
11071,-44980,
11072,-34160,
11073,-19887,
11074,-10842,
11075,-2538,
11076,8136,
11077,15754,
11078,18845,
11079,23203,
11080,34319,
11081,57901,
11082,70306,
11083,45965,
11084,24989,
11085,12102,
11086,9320,
11087,23236,
11088,62920,
11089,62449,
11090,30146,
11091,-27927,
11092,-49051,
11093,-48766,
11094,-24077,
11095,-6754,
11096,3872,
11097,4548,
11098,761,
11099,-5671,
11100,-3175,
11101,-5095,
11102,-6728,
11103,-5658,
11104,-11009,
11105,-14028,
11106,-16725,
11107,-13553,
11108,-4269,
11109,11483,
11110,19420,19420,
11111,17091,
11112,7843,
11113,5036,
11114,35494,
11115,90923,
11116,95321,
11117,60631,
11118,-2047,
11119,-33760,
11120,-83292,
11121,-83162,
11122,-70301,
11123,-45288,
11124,-39198,
11125,-31960,
11126,-39299,
11127,-31145,
11128,-24988,
11129,-13537,
11130,16,
11131,10024,
11132,13353,
11133,16682,
11134,23536,
11135,28261,
11136,41930,
11137,67142,
11138,84418,
11139,74221,
11140,16677,
11141,-19273,
11142,-14456,
11143,19710,
11144,47546,
11145,44558,44558,
11146,-24629,
11147,-67534,
11148,-83290,
11149,-55701,
11150,-22006,
11151,-17662,
11152,-7186,
11153,-8569,
11154,-12271,
11155,-12268,
11156,-8039,
11157,-8657,
11158,-6382,
11159,-8156,
11160,-9586,
11161,-12806,
11162,-14763,
11163,-4644,
11164,16922,
11165,20572,
11166,19079,
11167,29568,
11168,46304,
11169,53716,
11170,56812,
11171,38991,
11172,42381,
11173,30205,
11174,-7625,
11175,-46379,
11176,-76143,
11177,-94699,
11178,-69914,
11179,-59020,
11180,-35059,
11181,-35167,
11182,-22393,
11183,-11027,
11184,-4089,
11185,4774,
11186,11257,
11187,16662,
11188,22369,
11189,27661,
11190,28862,
11191,33745,
11192,51204,
11193,67731,67731,
11194,52347,
11195,21189,
11196,-2134,
11197,11448,
11198,33023,
11199,39087,
11200,17083,
11201,-29936,
11202,-68686,
11203,-65638,
11204,-36560,
11205,-19981,
11206,-830,
11207,2453,
11208,593,
11209,-1417,
11210,-5210,
11211,-8435,
11212,-9237,
11213,-9981,
11214,-14504,
11215,-17756,
11216,-16803,
11217,-15829,
11218,-3914,
11219,19108,
11220,21803,
11221,36322,
11222,39184,
11223,63560,
11224,73084,
11225,60153,
11226,62922,
11227,55410,
11228,10893,
11229,-26232,
11230,-61777,
11231,-87405,
11232,-97531,
11233,-83250,
11234,-63900,
11235,-45129,
11236,-35659,
11237,-20731,
11238,-15041,
11239,-6416,
11240,3066,
11241,12118,
11242,20126,
11243,28239,
11244,47071,
11245,74554,
11246,92927,92927,
11247,65580,
11248,25683,
11249,13344,
11250,18956,
11251,19358,
11252,27746,
11253,12915,
11254,19596,
11255,-20201,
11256,-66723,
11257,-67737,
11258,-86125,
11259,-61498,
11260,-22170,
11261,-14614,
11262,-333,
11263,-158,
11264,2897,
11265,2340,
11266,-231,
11267,-994,
11268,2536,
11269,2555,
11270,3572,
11271,13249,
11272,32226,
11273,25503,
11274,10887,
11275,13061,
11276,22556,
11277,19330,
11278,12930,
11279,27328,
11280,44292,
11281,24817,
11282,-11607,
11283,-47041,
11284,-65270,
11285,-68945,
11286,-77151,
11287,-63004,
11288,-41387,
11289,-47832,
11290,-22177,
11291,-20009,
11292,-10057,
11293,7079,
11294,9098,
11295,19747,
11296,30271,
11297,45925,
11298,68513,68513,
11299,67079,
11300,34451,
11301,13930,
11302,24837,
11303,34250,
11304,38704,
11305,62228,
11306,75592,
11307,49513,
11308,1538,
11309,-24143,
11310,-63814,
11311,-57649,
11312,-45516,
11313,-28443,
11314,-11882,
11315,-3315,
11316,-3093,
11317,-3889,
11318,-5867,
11319,-9188,
11320,-12033,
11321,-7359,
11322,-1938,
11323,9858,
11324,24419,
11325,23976,
11326,15284,
11327,21611,
11328,32394,
11329,46343,
11330,42974,
11331,39288,
11332,47176,
11333,34987,
11334,198,
11335,-35373,
11336,-69327,
11337,-94656,
11338,-96868,
11339,-79891,
11340,-57823,
11341,-53153,
11342,-25451,
11343,-24019,
11344,-14276,
11345,1416,
11346,10828,
11347,22321,
11348,38329,
11349,58965,
11350,74624,74624,
11351,69912,
11352,41050,
11353,12714,
11354,8990,
11355,24794,
11356,31102,
11357,55053,
11358,65469,
11359,34960,
11360,2020,
11361,-45651,
11362,-76762,
11363,-72268,
11364,-59479,
11365,-36371,
11366,-16810,
11367,-9994,
11368,-7937,
11369,-6804,
11370,-7590,
11371,-6283,
11372,-5864,
11373,-7552,
11374,-6542,
11375,3440,
11376,16250,
11377,25886,
11378,11146,
11379,1623,
11380,4672,
11381,10257,
11382,15443,
11383,39526,
11384,50156,
11385,40706,
11386,11980,
11387,-28362,
11388,-58547,
11389,-86741,
11390,-92470,
11391,-73792,
11392,-63884,
11393,-47125,
11394,-34676,
11395,-29613,
11396,-12866,
11397,4077,
11398,10309,
11399,18883,
11400,27685,
11401,33526,
11402,43726,
11403,59591,59591,
11404,47020,
11405,21147,
11406,13876,
11407,23731,
11408,31027,
11409,38865,
11410,64182,
11411,53092,
11412,6327,
11413,-22816,
11414,-56013,
11415,-78547,
11416,-67999,
11417,-31649,
11418,-8478,
11419,1791,
11420,2247,
11421,-6553,
11422,-11733,
11423,-12508,
11424,-10090,
11425,-7479,
11426,-6609,
11427,-5401,
11428,-1158,
11429,10265,
11430,17706,
11431,5119,
11432,4642,
11433,18093,
11434,28405,
11435,33129,
11436,51974,
11437,61645,
11438,38751,
11439,-2444,
11440,-33788,
11441,-63016,
11442,-85298,
11443,-76385,
11444,-46681,
11445,-40529,
11446,-25692,
11447,-22522,
11448,-13878,
11449,-13471,
11450,-4683,
11451,2983,
11452,17849,
11453,33252,
11454,47614,
11455,73585,
11456,81778,81778,
11457,59563,
11458,26365,
11459,15403,
11460,23409,
11461,36508,
11462,46749,
11463,56785,
11464,37940,
11465,25739,
11466,-33401,
11467,-46939,
11468,-75149,
11469,-62137,
11470,-34645,
11471,-18153,
11472,-8053,
11473,-7237,
11474,-6916,
11475,-6994,
11476,-12147,
11477,-8881,
11478,-11010,
11479,-10243,
11480,-8525,
11481,-2372,
11482,11358,
11483,21424,
11484,10058,
11485,-5574,
11486,-6028,
11487,-12159,
11488,2703,
11489,37688,
11490,60069,
11491,49160,
11492,6944,
11493,-46361,
11494,-72600,
11495,-85524,
11496,-72835,
11497,-83490,
11498,-45151,
11499,-48700,
11500,-24772,
11501,-14519,
11502,-8719,
11503,-153,
11504,-2274,
11505,10058,
11506,30062,
11507,52527,
11508,74843,
11509,86496,86496,
11510,80449,
11511,37340,
11512,7986,
11513,11629,
11514,21378,
11515,26772,
11516,43499,
11517,45871,
11518,28754,
11519,-3875,
11520,-41064,
11521,-70462,
11522,-54704,
11523,-42342,
11524,-27327,
11525,-6661,
11526,-5471,
11527,4610,
11528,2209,
11529,3786,
11530,5064,
11531,1837,
11532,322,
11533,-2585,
11534,8096,
11535,30033,
11536,30250,
11537,12701,
11538,-3181,
11539,1211,
11540,5581,
11541,5015,
11542,8057,
11543,30333,
11544,29046,
11545,-173,
11546,-37212,
11547,-61388,
11548,-78790,
11549,-77369,
11550,-70824,
11551,-55950,
11552,-37410,
11553,-21373,
11554,-22935,
11555,-9904,
11556,10746,
11557,21621,
11558,31911,
11559,46302,
11560,79342,
11561,90199,90199,
11562,41575,
11563,8306,
11564,10121,
11565,31652,
11566,40928,
11567,36587,
11568,41272,
11569,44115,
11570,22058,
11571,-11709,
11572,-51355,
11573,-59347,
11574,-63436,
11575,-47541,
11576,-23318,
11577,-6013,
11578,-629,
11579,-610,
11580,-768,
11581,3963,
11582,6922,
11583,7150,
11584,8990,
11585,28402,
11586,45570,
11587,30872,
11588,11423,
11589,9671,
11590,31016,
11591,33167,
11592,2921,
11593,-20533,
11594,3166,
11595,14879,
11596,2000,
11597,-27490,
11598,-55412,
11599,-71293,
11600,-75925,
11601,-66569,
11602,-43709,
11603,-34653,
11604,-15106,
11605,-17351,
11606,-3751,
11607,5717,
11608,11244,
11609,14411,
11610,34049,
11611,64997,
11612,88726,88726,
11613,65726,
11614,19482,
11615,2360,
11616,10220,
11617,9744,
11618,5295,
11619,14062,
11620,22082,
11621,1057,
11622,-34961,
11623,-57986,
11624,-56663,
11625,-47646,
11626,-29514,
11627,-7649,
11628,-4122,
11629,880,
11630,-1748,
11631,1578,
11632,4553,
11633,4165,
11634,7135,
11635,13887,
11636,33367,
11637,55007,
11638,32731,
11639,12978,
11640,-1896,
11641,5389,
11642,16523,
11643,-3499,
11644,-29798,
11645,-21610,
11646,9669,
11647,11435,
11648,-9615,
11649,-31457,
11650,-50449,
11651,-53951,
11652,-51964,
11653,-39504,
11654,-30814,
11655,-23942,
11656,-24981,
11657,-14276,
11658,1483,
11659,8092,
11660,19475,
11661,27356,
11662,69818,
11663,105620,105620,
11664,74848,
11665,13536,
11666,-10284,
11667,250,
11668,-2646,
11669,-11294,
11670,12077,
11671,29817,
11672,42304,
11673,14985,
11674,-20997,
11675,-34801,
11676,-39508,
11677,-28881,
11678,-19848,
11679,-9766,
11680,-4272,
11681,-3065,
11682,-3707,
11683,575,
11684,-55,
11685,-3102,
11686,-5140,
11687,5422,
11688,29761,
11689,36852,
11690,14857,
11691,6658,
11692,21933,
11693,34716,
11694,8379,
11695,-31565,
11696,-27283,
11697,12747,
11698,12058,
11699,-13949,
11700,-34798,
11701,-54842,
11702,-62158,
11703,-61432,
11704,-59048,
11705,-39669,
11706,-27772,
