-0.609,-0.369,0.695
-0.600,-0.359,0.701
-0.586,-0.363,0.713
-0.582,-0.377,0.729
-0.576,-0.408,0.723
-0.578,-0.410,0.740
-0.590,-0.381,0.752
-0.596,-0.381,0.760
-0.598,-0.375,0.752
-0.613,-0.363,0.732
-0.637,-0.373,0.734
-0.619,-0.402,0.699
-0.607,-0.369,0.693
-0.602,-0.352,0.676
-0.600,-0.383,0.641
-0.613,-0.404,0.652
-0.600,-0.385,0.670
-0.564,-0.430,0.701
-0.549,-0.525,0.713
-0.559,-0.566,0.654
-0.586,-0.475,0.643
-0.604,-0.424,0.648
-0.602,-0.469,0.674
-0.574,-0.475,0.695
-0.551,-0.420,0.715
-0.551,-0.346,0.705
-0.568,-0.303,0.711
-0.574,-0.289,0.725
-0.615,-0.322,0.705
-0.668,-0.367,0.688
-0.738,-0.346,0.586
-0.777,-0.166,0.492
-0.688,0.039,0.410
-0.764,0.051,0.441
-0.760,-0.172,0.494
-0.697,-0.422,0.553
-0.656,-0.537,0.545
-0.711,-0.490,0.631
-0.818,-0.385,0.730
-0.908,-0.383,0.877
-0.934,-0.557,0.936
-0.914,-0.596,0.893
-0.764,-0.518,0.826
-0.605,-0.434,0.707
-0.520,-0.420,0.617
-0.488,-0.445,0.539
-0.475,-0.408,0.467
-0.502,-0.365,0.451
-0.518,-0.420,0.500
-0.527,-0.494,0.627
-0.559,-0.570,0.680
-0.635,-0.539,0.645
-0.711,-0.520,0.697
-0.734,-0.508,0.752
-0.758,-0.508,0.779
-0.852,-0.475,0.832
-0.988,-0.439,0.844
-0.984,-0.477,0.861
-0.791,-0.576,0.844
-0.633,-0.631,0.797
-0.674,-0.639,0.738
-0.791,-0.615,0.691
-0.889,-0.602,0.711
-0.863,-0.539,0.787
-0.826,-0.516,0.824
-0.850,-0.412,0.750
-0.836,-0.371,0.680
-0.746,-0.391,0.676
-0.676,-0.393,0.678
-0.697,-0.367,0.705
-0.662,-0.283,0.662
-0.688,-0.303,0.631
-0.717,-0.322,0.574
-0.723,-0.361,0.523
-0.717,-0.318,0.471
-0.693,-0.266,0.449
-0.664,-0.219,0.461
-0.646,-0.189,0.463
-0.684,-0.184,0.457
-0.746,-0.205,0.467
-0.768,-0.219,0.502
-0.898,-0.256,0.549
-0.957,-0.352,0.580
-0.846,-0.328,0.553
-0.629,-0.346,0.648
-0.619,-0.406,0.750
-0.789,-0.520,0.752
-0.951,-0.551,0.701
-0.930,-0.570,0.594
-0.783,-0.602,0.553
-0.625,-0.545,0.646
-0.564,-0.418,0.656
-0.576,-0.428,0.652
-0.611,-0.504,0.598
-0.615,-0.564,0.570
-0.600,-0.549,0.605
-0.570,-0.475,0.678
-0.592,-0.418,0.672
-0.602,-0.486,0.629
-0.607,-0.570,0.607
-0.609,-0.619,0.648
-0.625,-0.654,0.666
-0.643,-0.701,0.674
-0.684,-0.740,0.715
-0.736,-0.748,0.807
-0.740,-0.736,0.855
-0.688,-0.711,0.869
-0.688,-0.670,0.852
-0.771,-0.648,0.707
-0.816,-0.705,0.682
-0.854,-0.676,0.678
-0.781,-0.537,0.656
