Accuracy, Threshold, MoveMeanSize, MinHertz, MaxHertz, StepBuffer, PeakAverage
0.851642,15000,32,1.5,2.9,10,3,
0.851642,14000,32,1.5,2.9,10,3,
0.851598,13000,32,2.3,3.1,10,3,
0.850765,14000,32,1.5,3.1,10,3,
0.850765,15000,32,1.5,3.1,10,3,
0.850755,8000,32,1.8,2.1,10,3,
0.850346,9000,32,1.8,2.1,10,3,
0.850075,12000,32,2.3,2.9,10,3,
0.849938,10000,32,1.8,2.1,10,3,
0.849805,12000,32,2.3,3,10,3,
0.849533,8000,32,2.3,2.5,10,3,
0.84953,11000,32,1.8,2.1,10,3,
0.849406,14000,32,2.2,2.5,10,3,
0.849374,13000,32,2.3,3.2,10,3,
0.849374,12000,32,2.3,3.2,10,3,
0.848935,10000,32,2.2,2.4,10,3,
0.848935,9000,32,2.2,2.4,10,3,
0.848759,9000,32,1.9,2.1,10,3,
0.848759,8000,32,1.9,2.1,10,3,
0.848699,9000,32,1.5,2.8,10,3,
0.848699,8000,32,1.5,2.8,10,3,
0.848699,10000,32,1.5,2.8,10,3,
0.848291,12000,32,1.5,2.8,10,3,
0.848291,11000,32,1.5,2.8,10,3,
0.848118,15000,32,2.2,2.4,10,3,
0.847882,13000,32,1.5,2.8,10,3,
0.847731,8000,32,2.3,2.6,10,3,
0.84771,11000,32,2.2,2.4,10,3,
0.847333,14000,32,2.3,3.2,10,3,
0.847218,13000,32,2.3,2.9,10,3,
0.847126,10000,32,1.9,2.1,10,3,
0.847081,13000,32,1.8,2.1,10,3,
0.847081,12000,32,1.8,2.1,10,3,
0.84693,8000,32,2.3,2.8,10,3,
0.846915,9000,32,2.3,2.6,10,3,
0.846718,11000,32,1.9,2.1,10,3,
0.846673,14000,32,1.8,2.1,10,3,
0.846113,12000,32,2.3,2.8,10,3,
0.845705,10000,32,2.3,2.8,10,3,
0.845085,12000,32,1.9,2.1,10,3,
0.845081,8000,32,1.7,2.1,10,3,
0.844889,13000,32,2.3,2.8,10,3,
0.844617,15000,32,1.5,2.8,10,3,
0.844617,14000,32,1.5,2.8,10,3,
0.843664,15000,32,2.3,2.8,10,3,
0.843617,10000,32,1.5,2.7,10,3,
0.843617,8000,32,1.5,2.7,10,3,
0.843617,9000,32,1.5,2.7,10,3,
0.843209,12000,32,1.5,2.7,10,3,
0.843209,11000,32,1.5,2.7,10,3,
0.842801,13000,32,1.5,2.7,10,3,
0.84273,14000,32,2,2.2,10,3,
0.842572,8000,32,1.6,2.3,10,3,
0.842572,10000,32,1.6,2.3,10,3,
0.842572,9000,32,1.6,2.3,10,3,
0.84244,14000,32,2.3,2.8,10,3,
0.842164,11000,32,1.6,2.3,10,3,
0.841756,12000,32,1.6,2.3,10,3,
0.841412,13000,32,1.9,2.1,10,3,
0.841407,9000,32,1.7,2.1,10,3,
0.841241,8000,32,2.3,2.7,10,3,
0.840999,14000,32,1.7,2.1,10,3,
0.840999,12000,32,1.7,2.1,10,3,
0.840999,15000,32,1.7,2.1,10,3,
0.840999,13000,32,1.7,2.1,10,3,
0.840939,13000,32,1.6,2.3,10,3,
0.840689,15000,32,2,2.2,10,3,
0.840687,15000,32,2.3,2.9,10,3,
0.840591,11000,32,1.7,2.1,10,3,
0.840591,10000,32,1.7,2.1,10,3,
0.840009,13000,32,2.3,3,10,3,
0.839986,15000,32,2.3,3.2,10,3,
0.839944,15000,32,1.5,2.7,10,3,
0.839944,14000,32,1.5,2.7,10,3,
0.839715,14000,32,1.6,2.3,10,3,
0.839715,15000,32,1.6,2.3,10,3,
0.839697,9000,32,1.5,2.6,10,3,
0.839697,10000,32,1.5,2.6,10,3,
0.839697,8000,32,1.5,2.6,10,3,
0.839288,11000,32,1.5,2.6,10,3,
0.839288,12000,32,1.5,2.6,10,3,
0.83888,13000,32,1.5,2.6,10,3,
0.838618,8000,32,1.6,2.2,10,3,
0.837801,10000,32,1.6,2.2,10,3,
0.837801,9000,32,1.6,2.2,10,3,
0.837693,15000,32,1.8,2.1,10,3,
0.837656,15000,32,1.5,2.6,10,3,
0.837656,14000,32,1.5,2.6,10,3,
0.837527,11000,32,2.3,2.6,10,3,
0.837422,14000,32,2.3,2.9,10,3,
0.837393,11000,32,1.6,2.2,10,3,
0.836496,14000,32,2.3,3.1,10,3,
0.835894,10000,32,2.3,2.6,10,3,
0.83576,12000,32,1.6,2.2,10,3,
0.83467,12000,32,2.3,2.6,10,3,
0.834376,8000,32,2.1,2.3,10,3,
0.834065,15000,32,1.9,2.1,10,3,
0.833311,15000,32,1.6,2.2,10,3,
0.832841,14000,32,1.9,2.1,10,3,
0.832495,13000,32,1.6,2.2,10,3,
0.832415,15000,32,2.3,3.1,10,3,
0.832087,14000,32,1.6,2.2,10,3,
0.831982,10000,32,2.3,2.5,10,3,
0.831574,9000,32,2.3,2.5,10,3,
0.830631,15000,32,2.2,2.5,10,3,
0.830061,9000,32,1.5,2.4,10,3,
0.830061,8000,32,1.5,2.4,10,3,
0.830061,10000,32,1.5,2.4,10,3,
0.829653,11000,32,1.5,2.4,10,3,
0.829533,11000,32,2.3,2.5,10,3,
0.829121,9000,32,1.5,2.5,10,3,
0.829121,10000,32,1.5,2.5,10,3,
0.829121,8000,32,1.5,2.5,10,3,
0.828713,12000,32,1.5,2.5,10,3,
0.828713,11000,32,1.5,2.5,10,3,
0.82858,15000,32,2.3,3,10,3,
0.828429,12000,32,1.5,2.4,10,3,
0.828391,8000,32,1.6,2.1,10,3,
0.828305,13000,32,1.5,2.5,10,3,
0.828172,14000,32,2.3,3,10,3,
0.827575,10000,32,1.6,2.1,10,3,
0.827535,8000,32,2.4,3.1,10,3,
0.827352,8000,32,2.4,3.2,10,3,
0.827323,13000,32,2.3,2.6,10,3,
0.827167,9000,32,1.6,2.1,10,3,
0.826759,11000,32,1.6,2.1,10,3,
0.826759,12000,32,1.6,2.1,10,3,
0.826607,9000,32,2.4,2.9,10,3,
0.826388,13000,32,1.5,2.4,10,3,
0.826139,9000,32,2.3,2.7,10,3,
0.825572,14000,32,1.5,2.4,10,3,
0.825572,15000,32,1.5,2.4,10,3,
0.825491,10000,32,2.4,2.8,10,3,
0.825126,13000,32,1.6,2.1,10,3,
0.824903,9000,32,2.4,3.2,10,3,
0.824566,8000,32,2.4,2.9,10,3,
0.82431,14000,32,1.6,2.1,10,3,
0.824223,14000,32,1.5,2.5,10,3,
0.823992,8000,32,2.3,2.4,10,3,
0.823819,15000,32,2.3,2.5,10,3,
0.823819,13000,32,2.3,2.5,10,3,
0.823819,14000,32,2.3,2.5,10,3,
0.823819,12000,32,2.3,2.5,10,3,
0.823493,15000,32,1.6,2.1,10,3,
0.823453,9000,32,2.4,3.1,10,3,
0.82345,11000,32,2.4,2.8,10,3,
0.823407,15000,32,1.5,2.5,10,3,
0.823352,8000,32,2,2.1,10,3,
0.823042,8000,32,2.4,2.8,10,3,
0.822944,9000,32,2,2.1,10,3,
0.822246,8000,32,2.4,2.5,10,3,
0.822246,10000,32,2.4,2.5,10,3,
0.822246,14000,32,2.4,2.5,10,3,
0.822246,12000,32,2.4,2.5,10,3,
0.822246,15000,32,2.4,2.5,10,3,
0.822246,11000,32,2.4,2.5,10,3,
0.822246,13000,32,2.4,2.5,10,3,
0.822246,9000,32,2.4,2.5,10,3,
0.821536,8000,32,2.4,3,10,3,
0.820833,10000,32,2.3,2.7,10,3,
0.820425,12000,32,2.3,2.7,10,3,
0.819777,9000,32,2.4,2.8,10,3,
0.819668,11000,32,2.4,2.9,10,3,
0.819609,13000,32,2.3,2.7,10,3,
0.819094,13000,32,2.3,2.4,10,3,
0.819094,12000,32,2.3,2.4,10,3,
0.819094,10000,32,2.3,2.4,10,3,
0.819094,11000,32,2.3,2.4,10,3,
0.819094,9000,32,2.3,2.4,10,3,
0.819094,15000,32,2.3,2.4,10,3,
0.819094,14000,32,2.3,2.4,10,3,
0.817964,10000,32,2.4,3.2,10,3,
0.817641,10000,32,2.1,2.3,10,3,
0.817641,9000,32,2.1,2.3,10,3,
0.817637,10000,32,2,2.1,10,3,
0.817568,11000,32,2.3,2.7,10,3,
0.816923,11000,32,2.4,3.1,10,3,
0.816919,12000,32,2.4,2.8,10,3,
0.816825,11000,32,2.1,2.3,10,3,
0.816417,12000,32,2.1,2.3,10,3,
0.816417,13000,32,2.1,2.3,10,3,
0.816403,10000,32,2.4,2.9,10,3,
0.815822,9000,32,2.4,3,10,3,
0.815597,12000,32,2,2.1,10,3,
0.815597,11000,32,2,2.1,10,3,
0.815515,11000,32,2.4,3.2,10,3,
0.814879,13000,32,2.4,2.8,10,3,
0.814362,12000,32,2.4,2.9,10,3,
0.813625,8000,32,2.4,2.7,10,3,
0.812249,12000,32,2.4,3.2,10,3,
0.811857,8000,32,2.5,2.7,10,3,
0.811515,13000,32,2,2.1,10,3,
0.811405,14000,32,2.3,2.6,10,3,
0.811107,14000,32,2,2.1,10,3,
0.810699,15000,32,2,2.1,10,3,
0.810392,10000,32,2.4,3.1,10,3,
0.810323,8000,32,1.5,2.3,10,3,
0.810221,14000,32,2.3,2.7,10,3,
0.810108,10000,32,2.4,3,10,3,
0.809405,15000,32,2.3,2.7,10,3,
0.80903,8000,32,2.4,2.6,10,3,
0.808946,8000,32,2.2,2.3,10,3,
0.80876,12000,32,2.4,3.1,10,3,
0.808282,9000,32,1.5,2.3,10,3,
0.808282,10000,32,1.5,2.3,10,3,
0.80813,10000,32,2.2,2.3,10,3,
0.808121,8000,32,1.5,2.2,10,3,
0.807874,12000,32,1.5,2.3,10,3,
0.807874,11000,32,1.5,2.3,10,3,
0.807831,13000,32,2.4,2.9,10,3,
0.80665,13000,32,1.5,2.3,10,3,
0.806575,8000,32,1.5,2.1,10,3,
0.806241,14000,32,1.5,2.3,10,3,
0.806081,10000,32,1.5,2.2,10,3,
0.806081,9000,32,1.5,2.2,10,3,
0.805833,15000,32,1.5,2.3,10,3,
0.80579,14000,32,2.4,2.9,10,3,
0.805759,9000,32,1.5,2.1,10,3,
0.805494,14000,32,2.4,3.1,10,3,
0.80535,10000,32,1.5,2.1,10,3,
0.805264,11000,32,1.5,2.2,10,3,
0.805264,12000,32,1.5,2.2,10,3,
0.805086,13000,32,2.4,3.1,10,3,
0.804942,11000,32,1.5,2.1,10,3,
0.804534,12000,32,1.5,2.1,10,3,
0.803858,15000,32,2.4,2.8,10,3,
0.803858,14000,32,2.4,2.8,10,3,
0.803718,14000,32,1.5,2.1,10,3,
0.803718,13000,32,1.5,2.1,10,3,
0.803718,15000,32,1.5,2.1,10,3,
0.803421,11000,32,2.4,2.7,10,3,
0.80327,13000,32,2.4,3.2,10,3,
0.803169,11000,32,2.4,3,10,3,
0.802908,10000,32,2.4,2.6,10,3,
0.802761,13000,32,2.4,3,10,3,
0.802742,8000,32,2.5,3.1,10,3,
0.802415,11000,32,2.2,2.3,10,3,
0.802415,14000,32,2.2,2.3,10,3,
0.802415,15000,32,2.2,2.3,10,3,
0.802415,9000,32,2.2,2.3,10,3,
0.802415,13000,32,2.2,2.3,10,3,
0.802415,12000,32,2.2,2.3,10,3,
0.802407,13000,32,1.5,2.2,10,3,
0.802353,12000,32,2.4,3,10,3,
0.802017,15000,32,2.3,2.6,10,3,
0.801591,15000,32,1.5,2.2,10,3,
0.801591,14000,32,1.5,2.2,10,3,
0.800907,14000,32,2.1,2.3,10,3,
0.800907,15000,32,2.1,2.3,10,3,
0.799885,9000,32,2.5,3.1,10,3,
0.799747,9000,32,2.4,2.7,10,3,
0.799668,15000,32,2.4,2.9,10,3,
0.799068,10000,32,2.5,3.1,10,3,
0.797436,12000,32,2.5,3.1,10,3,
0.797283,10000,32,2.5,2.7,10,3,
0.795414,14000,32,2.4,3,10,3,
0.795153,11000,32,2.4,2.6,10,3,
0.794957,9000,32,2.5,2.8,10,3,
0.794745,9000,32,2.4,2.6,10,3,
0.794519,9000,32,2.5,3.2,10,3,
0.793959,8000,32,1.8,2,10,3,
0.793551,9000,32,1.8,2,10,3,
0.793294,8000,32,2.5,3.2,10,3,
0.793291,8000,32,2.5,3,10,3,
0.793066,14000,32,2.4,3.2,10,3,
0.792946,11000,32,2.5,3.1,10,3,
0.7924,10000,32,2.4,2.7,10,3,
0.791617,15000,32,2.4,3.1,10,3,
0.791201,9000,32,2.1,2.2,10,3,
0.790951,9000,32,2.5,2.6,10,3,
0.790876,8000,32,2.5,2.8,10,3,
0.790792,10000,32,2.1,2.2,10,3,
0.790792,8000,32,2.1,2.2,10,3,
0.790694,10000,32,1.8,2,10,3,
0.789878,11000,32,1.8,2,10,3,
0.789528,11000,32,2.5,2.7,10,3,
0.789392,15000,32,2.4,3.2,10,3,
0.788622,13000,32,2.4,2.6,10,3,
0.788622,14000,32,2.4,2.6,10,3,
0.788622,12000,32,2.4,2.6,10,3,
0.788622,15000,32,2.4,2.6,10,3,
0.787775,9000,32,2.5,2.7,10,3,
0.787603,8000,32,2.5,2.9,10,3,
0.787429,12000,32,1.8,2,10,3,
0.78699,15000,32,2.5,2.6,10,3,
0.78699,14000,32,2.5,2.6,10,3,
0.78699,12000,32,2.5,2.6,10,3,
0.78699,13000,32,2.5,2.6,10,3,
0.78699,11000,32,2.5,2.6,10,3,
0.78699,10000,32,2.5,2.6,10,3,
0.786355,10000,32,2.5,3.2,10,3,
0.785618,15000,32,2.4,3,10,3,
0.785486,12000,32,2.1,2.2,10,3,
0.785486,14000,32,2.1,2.2,10,3,
0.785486,13000,32,2.1,2.2,10,3,
0.78467,11000,32,2.1,2.2,10,3,
0.784375,13000,32,2.5,3.1,10,3,
0.784315,11000,32,2.5,3.2,10,3,
0.784164,13000,32,1.8,2,10,3,
0.783929,9000,32,2.5,2.9,10,3,
0.783903,10000,32,2.5,3,10,3,
0.783529,11000,32,2.5,2.8,10,3,
0.783012,12000,32,2.4,2.7,10,3,
0.782788,8000,32,2.5,2.6,10,3,
0.782678,9000,32,2.5,3,10,3,
0.782304,12000,32,2.5,2.8,10,3,
0.781046,11000,32,2.5,3,10,3,
0.780588,15000,32,2.1,2.2,10,3,
0.780263,10000,32,2.5,2.8,10,3,
0.779885,15000,32,2.5,3.1,10,3,
0.779417,12000,32,2.5,3.2,10,3,
0.778508,12000,32,2.5,2.7,10,3,
0.778508,13000,32,2.5,2.7,10,3,
0.77806,10000,32,1.7,2,10,3,
0.777633,14000,32,1.8,2,10,3,
0.777244,11000,32,1.7,2,10,3,
0.776854,8000,32,1.6,2,10,3,
0.776836,8000,32,1.7,2,10,3,
0.776445,11000,32,1.6,2,10,3,
0.776074,14000,32,2.4,2.7,10,3,
0.776074,13000,32,2.4,2.7,10,3,
0.776037,12000,32,1.6,2,10,3,
0.775629,9000,32,1.6,2,10,3,
0.775221,10000,32,1.6,2,10,3,
0.77411,13000,32,2.5,3.2,10,3,
0.774107,12000,32,2.5,3,10,3,
0.773551,15000,32,1.8,2,10,3,
0.772946,14000,32,2.5,3.1,10,3,
0.772474,13000,32,2.5,3,10,3,
0.772364,13000,32,1.6,2,10,3,
0.771992,15000,32,2.4,2.7,10,3,
0.771977,15000,32,2.5,2.7,10,3,
0.771977,14000,32,2.5,2.7,10,3,
0.771937,9000,32,1.7,2,10,3,
0.771253,15000,32,2.5,3.2,10,3,
0.770713,12000,32,1.7,2,10,3,
0.770052,10000,32,2.5,2.9,10,3,
0.769643,11000,32,2.5,2.9,10,3,
0.767195,13000,32,2.5,2.9,10,3,
0.766352,14000,32,2.5,3,10,3,
0.76559,8000,32,1.5,2,10,3,
0.76559,9000,32,1.5,2,10,3,
0.765182,10000,32,1.5,2,10,3,
0.764746,15000,32,2.5,2.9,10,3,
0.764591,13000,32,1.7,2,10,3,
0.764591,14000,32,1.7,2,10,3,
0.764365,11000,32,1.5,2,10,3,
0.764311,15000,32,2.5,3,10,3,
0.764201,14000,32,1.6,2,10,3,
0.763957,12000,32,1.5,2,10,3,
0.763929,12000,32,2.5,2.9,10,3,
0.763906,14000,32,2.5,3.2,10,3,
0.763774,15000,32,1.7,2,10,3,
0.762733,13000,32,1.5,2,10,3,
0.762568,15000,32,1.6,2,10,3,
0.759447,15000,32,2.5,2.8,10,3,
0.758243,15000,32,1.5,2,10,3,
0.758243,14000,32,1.5,2,10,3,
0.756174,14000,32,2.5,2.9,10,3,
0.755365,13000,32,2.5,2.8,10,3,
0.754957,14000,32,2.5,2.8,10,3,
0.744388,10000,32,1.9,2,10,3,
0.738266,15000,32,1.9,2,10,3,
0.734184,9000,32,1.9,2,10,3,
0.732552,13000,32,1.9,2,10,3,
0.732552,14000,32,1.9,2,10,3,
0.732143,8000,32,1.9,2,10,3,
0.732143,12000,32,1.9,2,10,3,
0.730511,11000,32,1.9,2,10,3,
0,9000,32,2.5,2.1,10,3,
0,9000,32,2.5,2,10,3,
0,9000,32,2.3,2.2,10,3,
0,9000,32,2.3,2.1,10,3,
0,9000,32,2.3,2.3,10,3,
0,9000,32,2.4,2,10,3,
0,9000,32,2.4,2.1,10,3,
0,9000,32,2.4,2.4,10,3,
0,9000,32,2.4,2.3,10,3,
0,9000,32,2.4,2.2,10,3,
0,10000,32,2.2,2.2,10,3,
0,11000,32,2.2,2,10,3,
0,10000,32,2.4,2.4,10,3,
0,10000,32,2.4,2.3,10,3,
0,10000,32,2.4,2.2,10,3,
0,10000,32,2.4,2.1,10,3,
0,10000,32,2.4,2,10,3,
0,10000,32,2.3,2.3,10,3,
0,10000,32,2.3,2.2,10,3,
0,10000,32,2.3,2.1,10,3,
0,10000,32,2.3,2,10,3,
0,15000,32,2,2,10,3,
0,15000,32,2.1,2.1,10,3,
0,10000,32,2.2,2.1,10,3,
0,10000,32,2.2,2,10,3,
0,10000,32,2.1,2.1,10,3,
0,10000,32,2.1,2,10,3,
0,10000,32,2,2,10,3,
0,10000,32,2.5,2,10,3,
0,9000,32,2.5,2.5,10,3,
0,9000,32,2.5,2.4,10,3,
0,9000,32,2.5,2.3,10,3,
0,9000,32,2.5,2.2,10,3,
0,15000,32,2.1,2,10,3,
0,8000,32,2.2,2.1,10,3,
0,8000,32,2.4,2,10,3,
0,15000,32,2.4,2,10,3,
0,15000,32,2.4,2.1,10,3,
0,15000,32,2.4,2.2,10,3,
0,15000,32,2.4,2.3,10,3,
0,15000,32,2.4,2.4,10,3,
0,8000,32,2.3,2.3,10,3,
0,8000,32,2.3,2.2,10,3,
0,8000,32,2.3,2.1,10,3,
0,8000,32,2.3,2,10,3,
0,8000,32,2.2,2.2,10,3,
0,8000,32,2.4,2.1,10,3,
0,8000,32,2.2,2,10,3,
0,8000,32,2.1,2.1,10,3,
0,15000,32,2.5,2,10,3,
0,15000,32,2.5,2.1,10,3,
0,15000,32,2.5,2.2,10,3,
0,15000,32,2.5,2.3,10,3,
0,15000,32,2.5,2.4,10,3,
0,15000,32,2.5,2.5,10,3,
0,8000,32,2.1,2,10,3,
0,8000,32,2,2,10,3,
0,15000,32,2.3,2,10,3,
0,15000,32,2.2,2,10,3,
0,15000,32,2.2,2.1,10,3,
0,15000,32,2.2,2.2,10,3,
0,9000,32,2.2,2.2,10,3,
0,9000,32,2.2,2.1,10,3,
0,9000,32,2.2,2,10,3,
0,9000,32,2.1,2.1,10,3,
0,9000,32,2.1,2,10,3,
0,9000,32,2,2,10,3,
0,8000,32,2.5,2.5,10,3,
0,8000,32,2.5,2.4,10,3,
0,9000,32,2.3,2,10,3,
0,15000,32,2.3,2.1,10,3,
0,15000,32,2.3,2.2,10,3,
0,15000,32,2.3,2.3,10,3,
0,8000,32,2.5,2.3,10,3,
0,8000,32,2.5,2.2,10,3,
0,8000,32,2.5,2.1,10,3,
0,8000,32,2.5,2,10,3,
0,8000,32,2.4,2.4,10,3,
0,8000,32,2.4,2.3,10,3,
0,8000,32,2.4,2.2,10,3,
0,13000,32,2.1,2.1,10,3,
0,13000,32,2.3,2.1,10,3,
0,13000,32,2.3,2,10,3,
0,13000,32,2.2,2.2,10,3,
0,13000,32,2.2,2.1,10,3,
0,14000,32,2.4,2,10,3,
0,14000,32,2.4,2.1,10,3,
0,14000,32,2.4,2.2,10,3,
0,14000,32,2.4,2.3,10,3,
0,14000,32,2.4,2.4,10,3,
0,13000,32,2.2,2,10,3,
0,13000,32,2.3,2.2,10,3,
0,13000,32,2.1,2,10,3,
0,13000,32,2,2,10,3,
0,14000,32,2.5,2,10,3,
0,14000,32,2.5,2.1,10,3,
0,14000,32,2.5,2.2,10,3,
0,14000,32,2.5,2.3,10,3,
0,14000,32,2.5,2.4,10,3,
0,14000,32,2.5,2.5,10,3,
0,12000,32,2.5,2.5,10,3,
0,12000,32,2.5,2.4,10,3,
0,13000,32,2.5,2,10,3,
0,14000,32,2.1,2,10,3,
0,14000,32,2,2,10,3,
0,14000,32,2.2,2,10,3,
0,14000,32,2.2,2.1,10,3,
0,14000,32,2.2,2.2,10,3,
0,13000,32,2.5,2.5,10,3,
0,13000,32,2.5,2.4,10,3,
0,13000,32,2.5,2.3,10,3,
0,13000,32,2.5,2.2,10,3,
0,13000,32,2.5,2.1,10,3,
0,12000,32,2.5,2.3,10,3,
0,13000,32,2.4,2.4,10,3,
0,13000,32,2.4,2.3,10,3,
0,14000,32,2.3,2,10,3,
0,14000,32,2.3,2.1,10,3,
0,14000,32,2.3,2.2,10,3,
0,14000,32,2.3,2.3,10,3,
0,13000,32,2.4,2.2,10,3,
0,13000,32,2.4,2.1,10,3,
0,13000,32,2.4,2,10,3,
0,13000,32,2.3,2.3,10,3,
0,11000,32,2.3,2,10,3,
0,11000,32,2.5,2.1,10,3,
0,11000,32,2.5,2,10,3,
0,11000,32,2.4,2.4,10,3,
0,11000,32,2.4,2.3,10,3,
0,11000,32,2.4,2.2,10,3,
0,11000,32,2.4,2.1,10,3,
0,11000,32,2.4,2,10,3,
0,11000,32,2.3,2.3,10,3,
0,11000,32,2.3,2.2,10,3,
0,11000,32,2.3,2.1,10,3,
0,11000,32,2.5,2.2,10,3,
0,11000,32,2.2,2.2,10,3,
0,11000,32,2.2,2.1,10,3,
0,14000,32,2.1,2.1,10,3,
0,11000,32,2.1,2.1,10,3,
0,11000,32,2.1,2,10,3,
0,11000,32,2,2,10,3,
0,10000,32,2.5,2.5,10,3,
0,10000,32,2.5,2.4,10,3,
0,10000,32,2.5,2.3,10,3,
0,10000,32,2.5,2.2,10,3,
0,12000,32,2.3,2.1,10,3,
0,12000,32,2.5,2.2,10,3,
0,12000,32,2.5,2.1,10,3,
0,12000,32,2.5,2,10,3,
0,12000,32,2.4,2.4,10,3,
0,12000,32,2.4,2.3,10,3,
0,12000,32,2.4,2.2,10,3,
0,12000,32,2.4,2.1,10,3,
0,12000,32,2.4,2,10,3,
0,12000,32,2.3,2.3,10,3,
0,12000,32,2.3,2.2,10,3,
0,10000,32,2.5,2.1,10,3,
0,12000,32,2.3,2,10,3,
0,12000,32,2.2,2.2,10,3,
0,12000,32,2.2,2.1,10,3,
0,12000,32,2.2,2,10,3,
0,12000,32,2.1,2.1,10,3,
0,12000,32,2.1,2,10,3,
0,12000,32,2,2,10,3,
0,11000,32,2.5,2.5,10,3,
0,11000,32,2.5,2.4,10,3,
0,11000,32,2.5,2.3,10,3,
